ಆಡಳಿತಾತ್ಮಕ ಪದ (Administrative Word),ಇಂಗ್ಲೀಷ್ ಅರ್ಥ (English Meaning),ಇಂಗ್ಲೀಷ್ ಪದ (English Word),ಇಲಾಖೆ (Department),ಕನ್ನಡ ಅರ್ಥ (Kannada Meaning),ಕನ್ನಡ ಉಚ್ಚಾರಣೆ (Kannada Pronunciation),ಕನ್ನಡ ಪದ (Kannada Word),ದೀರ್ಘ ವಿವರಣೆ (Long Description),ಪರ್ಯಾಯ ಪದ (Synonyms),ವಿಷಯ ವರ್ಗೀಕರಣ (Subject),ವ್ಯಾಕರಣ ವಿಶೇಷ (Grammer),ಸಂಕ್ಷಿಪ್ತ ವಿವರಣೆ (Short Description)
,,Up-hold,,ಸಮರ್ಥಿಸು; ಎತ್ತಿಹಿಡಿ,,,,,,,
,,Up-to-date,,ಇಂದಿನತನಕ ; ಕಾಲೋಚಿತ,,,,,,,
,,Upward limit,,ಮೇಲ್ಮ್ಮಖ ಪರಿಮಿತಿ,,,,,,,
,,Urge,,ಒತ್ತಾಯಿಸು,,,,,,,
,,Urgent,,ತ್ವರಿತ; ಜರೂರು,,,,,,,
,,Usage,,ಬಳಕೆ,,,,,,,
,,Use and occupation,,ಉಪಯೋಗ ಮತ್ತು ಅನುಭೋಗ,,,,,,,
,,Usual,,ಸಾಮಾನ್ಯ,,,,,,,
,,Utilization,,ಉಪಯೋಗ,,,,,,,
,,Utmost care,,ಅತ್ಯಂತ ಎಚ್ಚರಿಕೆ,,,,,,,
,,Vacancies,,ತೆರಪುಗಳು; ಖಾಲಿ ಹುದ್ದೆಗಳು,,,,,,,
,,Vacancy register,,ಖಾಲಿ ಹುದ್ದೆಗಳ ನೋಂದಣಿ ಪುಸ್ತಕ,,,,,,,
,,Vacant,,ಖಾಲಿ; ತೆರವು,,,,,,,
,,Vacant post,,ಖಾಲಿ ಹುದ್ದೆ,,,,,,,
,,Valid,,ಮಾನ್ಯ; ಕ್ರಮಬದ್ಧ; ಸರಿಯಾದ,,,,,,,
,,Valuation,,ಮೌಲ್ಯಮಾಪನ,,,,,,,
,,Value of money,,ಹಣದ ಮೌಲ್ಯ,,,,,,,
,,Variable amount,,ಮಾರ್ಪಡಿಸಲಾಗುವ ಮೊತ್ತ,,,,,,,
,,Variance,,ವ್ಯತ್ಯಾಸ,,,,,,,
,,Variation,,ಭಿನ್ನತೆ; ವ್ಯತ್ಯಾಸ,,,,,,,
,,Various posts,,ವಿವಿಧ ಹುದ್ದೆಗಳು,,,,,,,
,,Venue,,ಸ್ಥಳ,,,,,,,
,,Verdict,,ತೀರ್ಪು,,,,,,,
,,Verge,,ಅಂಚು; ಗಡಿ,,,,,,,
,,Verification,,ತಾಳೆನೋಡುವುದು,,,,,,,
,,Verify,,ಸರಿನೋಡು,,,,,,,
,,Version,,ವರದಿ; ಪಾಠ,,,,,,,
,,Versus,,ಪ್ರತಿ; ಎದುರು,,,,,,,
,,Vest,,ನಿಹಿತ; ನಿಹಿತಗೊಳಿಸು,,,,,,,
,,Vice-versa,,ಪ್ರತಿಕ್ರಮದಲ್ಲಿ; ಪ್ರತಿಯಾಗಿ,,,,,,,
,,Victim,,ಬಲಿ,,,,,,,
,,View,,ದೃಷ್ಟಿ,,,,,,,
,,Vigilance,,ಜಾಗೃತಿ; ಎಚ್ಚರಿಕೆ,,,,,,,
,,Vis-a-vis,,ಎದುರು ಬದುರಾಗಿ,,,,,,,
,,Viva-voce,,ಮೌಖಿಕ,,,,,,,
,,Vocation,,ವೃತ್ತಿ,,,,,,,
,,Volume,,ಸಂಪುಟ; ಪ್ರಮಾಣ,,,,,,,
,,Voluntary deposit,,ಸ್ವಯಿಚ್ಛಾ ಠೇವಣಿ,,,,,,,
,,Vote on account,,ಲೇಖಾನುದಾನ,,,,,,,
,,Voucher,,ರಸೀದಿ,,,,,,,
,,Wage,,ಮಜೂರಿ,,,,,,,
,,Wage level,,ವೇತನ ಮಟ್ಟ,,,,,,,
,,Waive restrictions,,ನಿರ್ಬಂಧಗಳನ್ನು ಮನ್ನಾಮಾಡು,,,,,,,
,,Warning,,ಎಚ್ಚರಿಕೆ,,,,,,,
,,Wastage,,ಸವಕಳಿ,,,,,,,
,,Waste,,ಪೋಲಾದ; ಹಾಳಾದ,,,,,,,
,,Watch and Ward,,ಪಹರೆ ಮತ್ತು ರಕ್ಷಣೆ,,,,,,,
,,Weekly report,,ವಾರದ ವರದಿ,,,,,,,
,,Weekly statement,,ವಾರದ ವಿವರಣಾ ಪಟ್ಟಿ,,,,,,,
,,Whole time work,,ಪೂರ್ಣ ಕಾಲೀನ ಕೆಲಸ,,,,,,,
,,With details,,ವಿವರಗಳ ಸಹಿತ,,,,,,,
,,Withdraw,,ಹಿಂತೆಗೆದುಕೊ,,,,,,,
,,Withdrawal,,ಹಿಂತೆಗೆದುಕೊಳ್ಳುವುದು,,,,,,,
,,Withhold,,ತಡೆಹಿಡಿ,,,,,,,
,,Without further delay,,ಇನ್ನೂ ವಿಳಂಬ ಮಾಡದೆ,,,,,,,
,,Without prejudice,,ಪ್ರತಿಕೂಲವಾಗದಂತೆ,,,,,,,
,,With reference to,,ಸಂಬಂಧಿಸಿದಂತೆ,,,,,,,
,,With regard to,,ಆ ವಿಷಯದಲ್ಲಿ,,,,,,,
,,With retrospective effect,,ಪೂರ್ವಾನ್ವಯ ಪರಿಣಾಮವಿರುವಂತೆ,,,,,,,
,,With the approval of,,ಒಪ್ಪಿಗೆಯೊಂದಿಗೆ,,,,,,,
,,With the concurrence of,,ಸಹಮತಿಯಿಂದ,,,,,,,
,,With the previous consent of,,ಪೂರ್ವಸಮ್ಮತಿಯಿಂದ,,,,,,,
,,Witness,,ಸಾಕ್ಷಿದಾರ; ಸಾಕ್ಷಿ,,,,,,,
,,Work charge establishment,,ಕಾಮಗಾರಿ ಸಿಬ್ಬಂದಿ,,,,,,,
,,Writ petition,,ರಿಟ್ ಅರ್ಜಿ,,,,,,,
,,Written communication,,ಲಿಖಿತ ಸಂದೇಶ,,,,,,,
,,Written examination,,ಲಿಖಿತ ಪರೀಕ್ಷೆ,,,,,,,
,,X-ray Department,,ಕ್ಷ-ಕಿರಣ ವಿಭಾಗ,,,,,,,
,,Yard stick,,ಅಳತೆ ಗೋಲು,,,,,,,
,,Yearly,,ವಾರ್ಷಿಕ,,,,,,,
,,Year under report,,ವರದಿಯ ವರ್ಷ,,,,,,,
,,Your excellency,,ಪರಮ ಮಹಾಶಯರೇ,,,,,,,
,,Your lordship,,ಮಾನ್ಯ ನ್ಯಾಯಮೂರ್ತಿಗಳ,,,,,,,
,,Zeal,,ಉತ್ಸಾಹ; ಶ್ರದ್ಧೆ,,,,,,,
,,Zero,,ಸೊನ್ನೆ,,,,,,,
,,Zero hour,,ಶೂನ್ಯಕಾಲ; ವೇಳೆ,,,,,,,
,,Zone,,ವಲಯ,,,,,,,
