ಕನ್ನಡ ಪದ (Kannada Word),ಇಂಗ್ಲೀಷ್ ಪದ (English Word),ಕನ್ನಡ ಅರ್ಥ (Kannada Meaning),ಪರ್ಯಾಯ ಪದ (Synonyms),ವಿಷಯ ವರ್ಗೀಕರಣ (Subject),ವ್ಯಾಕರಣ ವಿಶೇಷ (Grammer),ಇಲಾಖೆ (Department),ಕನ್ನಡ ಉಚ್ಚಾರಣೆ (Kannada Pronunciation),ಇಂಗ್ಲೀಷ್ ಅರ್ಥ (English Meaning),ಸಂಕ್ಷಿಪ್ತ ವಿವರಣೆ (Short Description),ದೀರ್ಘ ವಿವರಣೆ (Long Description),ಆಡಳಿತಾತ್ಮಕ ಪದ (Administrative Word)
,Genetic variables,ವಂಶವಾಹೀಯ ವ್ಯತ್ಯಾಸಗಳು,,,,,,,,,
,Genital infection,ಲೈಂಗಿಕ ಸೋಂಕು,,,,,,,,,
,Gennet,ತಟ್ಟು,,,,,,,,,
,Germicidal solution,ಜೀವಾಣುನಾಶಕ / ಕ್ರಿಮಿನಾಶಕ ದ್ರಾವಣ,,,,,,,,,
,Germ plasm,ಪ್ರಜನನ ದ್ರವ್ಯ,,,,,,,,,
,Germinal centre,ಅಂಕುರ ಕೇಂದ್ರ,,,,,,,,,
,Germinal layer,ಅಂಕುರ ಪೊರೆ,,,,,,,,,
,Gestation,ಗರ್ಭಾವಧಿ,,,,,,,,,
,Gestation period,ಗರ್ಭಾವಧಿ ಕಾಲ,,,,,,,,,
,Ghee,ತುಪ್ಪ,,,,,,,,,
,Ghee separating bacteria,ತುಪ್ಪ ಬೇರ್ಪಡಿಸುವ (ಬ್ಯಾಕ್ಟೀರಿಯಾ) ಸೂಕ್ಷ್ಮಾಣು ಜೀವಿ,,,,,,,,,
,Ghee setting tank,ತುಪ್ಪ ಗಟ್ಟಿಗೊಳ್ಳುವ ತೊಟ್ಟಿ,,,,,,,,,
,Ghee tin seaming machine,ತುಪ್ಪದ ಡಬ್ಬಿ ಅಂಚುಕಟ್ಟುವ ಯಂತ್ರ,,,,,,,,,
,Giant cell,ಮಹಾಜೀವಕೋಶ,,,,,,,,,
,Ginglymus,ತಿರುಗೀಲು,,,,,,,,,
,Gir,ಗಿರ್ ಹಸುವಿನ ತಳಿ,,,,,,,,,
,Gland,ಗ್ರಂಥಿ,,,,,,,,,
,Gland cistern,"ಗ್ರಂಥಿರಸ ಸಂಗ್ರಾಹಕ ಸ್ಥಳ, ಗ್ರಂಥಿರಸಗೊಳ",,,,,,,,,
,Glandular stomach,ಗ್ರಂಥಿ ಉದರ,,,,,,,,,
,Glans penis,ಶಿಶ್ನದ ಮಣಿ / ಮುಂಗೊನೆ,,,,,,,,,
,Gilo-lumbar ligament,ಆಸನ ಟೊಂಕೆಲುಬಿನ ತಂತುಗಟ್ಟು,,,,,,,,,
,Globule,ಸಣ್ಣ ಗೋಳ,,,,,,,,,
,Glomerulitis,ಗೊಂಡೆ ಮೂತ್ರಪಿಂಡ ಉರಿಯೂತ,,,,,,,,,
,Glomus,ಸೂಕ್ಷ್ಮರಕ್ತನಾಳಗಳ ಗುಚ್ಛ,,,,,,,,,
,Glossy coat,ಹೊಳಪುಳ್ಳ ಚರ್ಮದ ಹೊದಿಕೆ,,,,,,,,,
,Glottis,ಧ್ವನಿದ್ವಾರ / ಕಿಂಡಿ / ತಂತು,,,,,,,,,
,Gluteus accessories,ನಿತಂಬದ ಹೆಚ್ಚಳಿಕ ಸ್ನಾಯು,,,,,,,,,
,Goat,"ಮೇಕೆ, ಆಡು",,,,,,,,,
,Goatling,ಮೇಕೆ ಮರಿ,,,,,,,,,
,Goat pox,ಮೇಕೆ ಸಿಡುಬು,,,,,,,,,
,Goitre,ಗಳಗಂಡ,,,,,,,,,
,Gomphosis,"ಹಲ್ಲುನೆಡಿಕೆ, ಗೂಟ ಗುಳಿಕೀಲು",,,,,,,,,
,Gonad,"ಜನನಗ್ರಂಥಿ (ಅಂಡಾಶಯ, ತಡ್ಡು)",,,,,,,,,
,Gonado Therapy,ಜನನಗ್ರಂಥಿ ಕೋಶಚಿಕಿತ್ಸೆ,,,,,,,,,
,Gonadotropic,ಜನನಗ್ರಂಥಿಗೆ ಸಂಬಂಧಿಸಿದ,,,,,,,,,
,Gonadotrophic hormone,ಜನನಗ್ರಂಥಿಗಳ ಚೋದಕ,,,,,,,,,
,Good dairy judge,ಉತ್ತಮ ಹೈನು ನಿರ್ಣಯಕಾರ,,,,,,,,,
,Gopalaka,"ಗೋಪಾಲಕ, ಗೋವಳ",,,,,,,,,
,Graafian follicles,"ಬಲಿತ ಅಂಡಾಶಯದ ಗುಳ್ಳೆ, ಬಲಿತ ಗುಳ್ಳೆಕೋಶಗಳು(ಅಂಡಾಶಯ)",,,,,,,,,
,Gracilis,"ಕೋಮಲಿ ಸ್ನಾಯು, ತೆಳು ಸ್ನಾಯು",,,,,,,,,
,Grain,ಕಾಳು,,,,,,,,,
,Gram,ಕಡಲೆಕಾಳು,,,,,,,,,
,Gram bhoosa,ಕಾಳುಗಳ ಬೂಸ,,,,,,,,,
,Gram husk,ಕಾಳು / ಧಾನ್ಯದ ಹೊಟ್ಟು,,,,,,,,,
,Granuloma,ಹರಳುಕೋಶಗಂತಿ,,,,,,,,,
,Granuloma whey,ಹರಳುಗ್ರಂಥಿ ಹಾಲೊಡಕು,,,,,,,,,
,Gravity creaming,ಗುರುತ್ವಶಕ್ತಿಯಿಂದ ಕೆನೆಗಟ್ಟಿಕೆ,,,,,,,,,
,Grazing,ಮೇಯಿಸುವಿಕೆ,,,,,,,,,
,Greasy skin,ಜಿಡ್ಡುಚರ್ಮ,,,,,,,,,
,Greater omentum,"ದೊಡ್ಡಜಠರ ಪರದೆ, ದೊಡ್ಡಮಸುಪರೆ",,,,,,,,,
,Green fodder,ಹಸುರುಮೇವು,,,,,,,,,
,Greenstick fracture,"ಸೀಳು ಅಸ್ಥಿಭಂಗ, ಸೀಳುಮೂಳೆ ಮುರಿತ",,,,,,,,,
,Grey matter,ಬೂದು ನವವಸ್ತು,,,,,,,,,
,Grief reaction,"ಸಾವುತರವು ನೋವು, ಸಂಕಟ / ಯಾತನಾಮಯ ಪ್ರತಿಕ್ರಿಯೆ",,,,,,,,,
,Grit Feed,ಹರಳು ರೀತಿಯ ಆಹಾರದ ಮೇವು,,,,,,,,,
,Grooming,ಉಜ್ಜುವಿಕೆ,,,,,,,,,
,Grooming of bulls,ಹೋರಿಗಳ ಮೈ ಉಜ್ಜುವಿಕೆ,,,,,,,,,
,Ground cereal,ಪುಡಿ ಮಾಡಿದ ಧಾನ್ಯಗಳು,,,,,,,,,
,Ground maize cob,ಮುಸುಕಿನ ಜೋಳದ ದಿಂಡಿನ ಪುಡಿ,,,,,,,,,
,Ground oats,ಪುಡಿ ಮಾಡಿದ ಓಟ್ಸ್ (ತೋಕೆಗೋಧಿಪುಡಿ),,,,,,,,,
,Guar,ಒಂದು ಮೇವಿನ ಬೆಳೆ,,,,,,,,,
,Guinea grass,ಗಿನಿಹುಲ್ಲು,,,,,,,,,
,Gum,ವಸಡು,,,,,,,,,
,Gummer,ವಸಡುಪ್ರಾಣಿ,,,,,,,,,
,Gynandromorphism,"ಅರ್ಧನಾರೀಶ್ವರ ಸ್ಥಿತಿ, ಹೆಂಗಂಡು ರೂಪ",,,,,,,,,
,Haemarthrosis,ರಕ್ತಕೀಲು,,,,,,,,,
,Haematoma,"ರಕ್ತಗಂತಿ, ರಕ್ತಬಾವು",,,,,,,,,
,Haematuria,ರಕ್ತಮೂತ್ರ,,,,,,,,,
,Haemoglobin,ರಕ್ತವರ್ಣಜನಕ,,,,,,,,,
,Haemolysis,ರಕ್ತಕಣಲಯನ,,,,,,,,,
,Haemorrhage,ರಕ್ತಸ್ರಾವ,,,,,,,,,
,Haemorrhagic septicaemia,ರಕ್ತಸುರಿಕ ನಂಜುರೋಗ,,,,,,,,,
,Haemostatic,ರಕ್ತಸ್ರಾವನಿರೋಧಕ,,,,,,,,,
,Hair coat,ಕೂದಲಿನ ಪದರ,,,,,,,,,
,Hair follicle,ರೋಮಕೋಶ,,,,,,,,,
,Hairiness,ದಟ್ಟವಾದ ಕೂದಲಿರುವಿಕೆ,,,,,,,,,
,Half bred,ಅರೆ ಸಂಕರಿತ ತಳಿಗಳು,,,,,,,,,
,Half hitches,ಒಬ್ಬ ತಂದೆ / ತಾಯಿಗೆ ಹುಟ್ಟಿದ,,,,,,,,,
,Half sibs,ಅರೆ ಸೋದರಿಕೆ,,,,,,,,,
,Half sib & full-sib families,ಅರೆ ಸೋದರಿಕೆ ಮತ್ತುಪೂರ್ಣಸೋದರಿಕೆ ಕುಟುಂಬಗಳು,,,,,,,,,
,Half starved,ಅರೆ ಕೂಳು / ಅರೆಹೊಟ್ಟೆ ತಿಂಡಿ,,,,,,,,,
,Hamstring,ಜಾನುರಜ್ಜು,,,,,,,,,
,Hand bath,ಕೈಯಿಂದ ತೋಯಿಸುವಿಕೆ,,,,,,,,,
,Hanging balance,ತೂಗು ಮಾಪಕ,,,,,,,,,
,Hard palate,ಅಂಗುಳು,,,,,,,,,
,Hard spot,ಗೆಡ್ಡೆ,,,,,,,,,
,Harrowing,"ನರಸೀಳು, ನರಳೆಸೀಳುವೆ",,,,,,,,,
,Haryana,ಹರಿಯಾಣ ತಳಿ ಹಸು,,,,,,,,,
,Haulage,ಬಂಡಿ ಎಳೆತದ ಶಕ್ತಿ,,,,,,,,,
,Hay,ನೆರಳಿನಲ್ಲಿ ಒಣಗಿಸಿದ ಒಣಹುಲ್ಲು,,,,,,,,,
,Hay - crop silage,ಒಣಹುಲ್ಲು ಬೆರಳುಗಳಿಂದ ತಯಾರಿಸಿದ ಹಗೇವು ಮೇವು / ರಸಮೇವು,,,,,,,,,
,Hay/straw shed,ಒಣಹುಲ್ಲಿನ ಮಳಿಗೆ,,,,,,,,,
,Hay whisks,ಒಣಹುಲ್ಲಿನ ಕಡ್ಡಿಗಳು,,,,,,,,,
,Heart beat,ಹೃದಯ ಮಿಡಿತ,,,,,,,,,
,Health records,ಆರೋಗ್ಯ ದಾಖಲೆಗಳು,,,,,,,,,
,Health test record,ಆರೋಗ್ಯ ತಪಶೀಲನಾ ದಾಖಲೆ,,,,,,,,,
,Heap of cow dung,ಸಗಣಿ ಒಟ್ಟು / ರಾಶಿ,,,,,,,,,
,Heart girth,ದನಗಳ ಮುಂಭಾಗ ಒಡಲಿನ ಸುತ್ತುಪಟ್ಟಿ,,,,,,,,,
,Heat,"1. ಬೆದೆ, 2. ಶಾಖ",,,,,,,,,
,Heat detection,ಬೆದೆ ಪತ್ತೆಹಚ್ಚುವಿಕೆ,,,,,,,,,
,Heat labile,"ಉಷ್ಣಸಹಿಸದ, ಉಷ್ಣಕ್ಕೊರಗುವ",,,,,,,,,
,Heat period,ಬೆದೆ ಅವಧಿ,,,,,,,,,
,Heifer,"ಕಡಸು, ಪಡ್ಡೆ, ಮಣಕ",,,,,,,,,
,Heifer calf,ಕಡಸು ಮತ್ತು ಪಡ್ಡೆಕರು,,,,,,,,,
,Hemocytoblast,ಆದಿರಕ್ತ ಕೋಶಿಕೆ,,,,,,,,,
,Hemoendothelial placenta,ರಕ್ತ ಅತಂಸ್ತರ ಪಿಂಡಪೀಠ,,,,,,,,,
,Hemolymph nodes,ರಕ್ತದುಗ್ಧನಾಳ ವ್ಯೂಹ,,,,,,,,,
,Hendersons method,ಹೆಂಡರ್ ಸನ್ ವಿಧಾನ,,,,,,,,,
,Herbage,ಸಸ್ಯಮೂಲಿಕೆ,,,,,,,,,
,Herbivores,ಸಸ್ಯಾಹಾರಿಗಳು,,,,,,,,,
,Herd,"ಮಂದೆ, ಹಿಂಡು",,,,,,,,,
,Herd health register,ಮಂದೆಯ ಆರೋಗ್ಯ ನೋಂದಣಿ ಪುಸ್ತಕ,,,,,,,,,
,Herd mate average,ಮಂದೆಯಲ್ಲಿನ ಇತರ ಹಸುಗಳ (ಹಾಲಿನ) ಸರಾಸರಿ ಇಳುವರಿ,,,,,,,,,
,Herd mate daughter,ಮಂದೆಯಲ್ಲಿರುವ ಇತರ ಹಸುಗಳು-ನಿಗದಿತ ಹೋರಿಗೆ ಜನಿಸಿದ ಹೆಣ್ಣುಕರು,,,,,,,,,
,Herdsman,"ಮಂದೆಗಾಯಿ, ದನಗಾಹಿ, ಗೋವಳ, ಗೊಲ್ಲ",,,,,,,,,
,Heredity,ಆನುವಂಶೀಯತೆ,,,,,,,,,
,Hereditability & repeatability,ಆನುವಂಶೀಯತೆ ಮತ್ತು ಪುನರಾವರ್ತನೆ,,,,,,,,,
,Hermaphroditism,"ಇರ್ಲೀಗತ್ವ, ಉಭಯಲಿಂಗತ್ವ",,,,,,,,,
,Hermetic milk separator,"ರಸದುಂಡಿಗೆ ಹಾಲು ತೆಗೆಯುವ ಯಂತ್ರ, ಗಾಳಿ ಪ್ರವೇಶ ಭದ್ರ ಹಾಲು ತೆಗೆಯುವ ಯಂತ್ರ",,,,,,,,,
,Hernia,ಆಂತ್ರವೃದ್ಧಿ,,,,,,,,,
,Herpes bone milking parlour,ಹೆರಿಂಗ್ ಬೋನ್ ಹಾಲು ಕರೆಯುವ ಅಂಗಳ,,,,,,,,,
,Heterosis,ಅಡ್ಡತಳಿಸುಗುಣ ಸಂಕರಣ ಓಜ,,,,,,,,,
,Heterozygote,"ಹೆರತೆಕ್ಕೆಣ, ಭಿನ್ನಸಂಯುಕ್ತ ಬೀಜಕಣ",,,,,,,,,
,Heterozygous,ಅಸಮಯುಗ್ಮಕ,,,,,,,,,
,Hide,"ತೊಗಲು, ಚಕ್ಕಳ",,,,,,,,,
,Higher vertebrates,ಅತ್ಯುನ್ನತ ಮಟ್ಟದ ಕಶೇರುಕಗಳು,,,,,,,,,
,Highly virulent,ಅತ್ಯುಗ್ರ ರೋಗಾಣು,,,,,,,,,
,High yielders,ಅಧಿಕ ಉತ್ಪಾದಕ / ಇಳುವರಿದಾಯಕ ಪ್ರಾಣಿಗಳು ಇಳುವರಿದಾಯಕ,,,,,,,,,
,High yielding cattle,ಅಧಿಕ ಇಳುವರಿದಾಯಕ,,,,,,,,,
,Hindbrain,ಅಧಿಕ ಇಳುವರಿ ಕೊಡುವ ದನಗಳು,,,,,,,,,
,Hind cannons,ಹಿಮ್ಮಿದುಳು,,,,,,,,,
,Hind flank,1. ಹಿಂಗಾಲಿನ ಕಣಕಾಲು 2. ಹಿಂಕಡಿವಾಣಗಳು,,,,,,,,,
,Hind legs/limbs,ಹಿಂಗಾಲುಗಳು,,,,,,,,,
,Hindquarters,ಹಿಂಬದಿ ರೊಂಡಿಗಳು,,,,,,,,,
,Hip,"ಚಪ್ಪೆ, ಕಟಿ, ಟೊಂಕ",,,,,,,,,
,Hip Joint,ಕಟಿಸಂಧಿ,,,,,,,,,
,Hip point,ಕಟಿಬಿಂದು,,,,,,,,,
,Histogenetic,ಕೋಶಿಕೆ ಜನಕ,,,,,,,,,
,Hock,ನಿಜಮಂಡಿ ಹಾಗೂ ಚುಂಚುಗಾಲು ನಡುವಣ ಕೀಲು,,,,,,,,,
,Hock joint,ಹಿಮ್ಮಣಿ ಸಂಧಿ,,,,,,,,,
,Holding area,ಸಜ್ಜುಗೊಳಿಸಿದ ಜಾಗ,,,,,,,,,
,Holding pen,ಹಿಡಿದಿಡುವ ರೊಪ್ಪ,,,,,,,,,
,Hollow cavity,ಟೊಳ್ಳುಜಾಗ,,,,,,,,,
,Hollow horn,ತೆಟ್ಟೆಕೊಂಬು,,,,,,,,,
,Homeostasis,ಸಮತೋಲನೆ,,,,,,,,,
,Homogenization,ಸಮರೂಪಿಕರಣ,,,,,,,,,
,Homologous chromosomes,ಸಮರೂಪವಾದ ವರ್ಣತಂತುಗಳು,,,,,,,,,
,Homozygosity,ಸಮರೂಪಯುಗ್ಮಕತೆ,,,,,,,,,
,Homozygote,ಅನುರೂಪಿ / ಸಮರೂಪಿ ತೆಕ್ಕೆಕಣ,,,,,,,,,
,Homozygous,"ಸಮಯುಗ್ಮಕ, ಸಮರೂಪಿ ತೆಕ್ಕೆಕಣ",,,,,,,,,
,Hoof,ಗೊರಸು,,,,,,,,,
,Hormonal regulation,ಚೋದಕ ನಿಯಂತ್ರಣ,,,,,,,,,
,Hormone,ಚೋದಕ ಸ್ರಾವ,,,,,,,,,
,Horn,ಕೊಂಬು,,,,,,,,,
,Horn buds,ಕೊಂಬಿನ ಕಣ್ಣುಗಳು,,,,,,,,,
,Horn injuries,ಕೊಂಬಿನ ಗಾಯಗಳು,,,,,,,,,
,Horn root,ಕೊಂಬಿನ ಬೇರು / ಮೂಲ,,,,,,,,,
,Horse gram,ಹುರುಳಿಕಾಳು,,,,,,,,,
,Horse shoe pattern,ಕುದುರೆಲಾಳದ ಆಕಾರ,,,,,,,,,
,Humoral agent,ಮೈ ರಸಕಾರಕ,,,,,,,,,
,Humped cattle,ಹಿಣಿಯ ದನ,,,,,,,,,
,Hump,"ಹಿಣಿಲು, ಡುಬ್ಬ",,,,,,,,,
,Husbandry,ಸಂಗೋಪನೆ,,,,,,,,,
,Husbandry man,ಪಶುಸಂಗೋಪನೆಗಾರ,,,,,,,,,
,Hyaline cartilage,ಕಾಚಕ ತರುಣಾಸ್ಥಿ(ಗಾಜಿನಂಥ ಮೆಲ್ಲೆಲುಬು),,,,,,,,,
,Hybrid vigour,ಸಂಕರಣ ಸತ್ವ / ಕಸುವು,,,,,,,,,
,Hydrocele,"1. ವೃಷಣ ನೀರ್ಬಾವು, 2. ನೀರ್ಬಾವು",,,,,,,,,
,Hydrocephalus,ನೀರ್ದಲೆ,,,,,,,,,
,Hydrometra,ನೀರುಗರ್ಭಕೋಶ,,,,,,,,,
,Hydrophobia,ಜಲಭೀತಿ,,,,,,,,,
,Hymen,ಕನ್ಯಾಪೊರೆ,,,,,,,,,
,Hyoid bone,"ನಾಲಗೆಲುಬು, ಧ್ವನಿನಾಳಸ್ಥಿ",,,,,,,,,
,Hyoideus transversus,ಅಡ್ಡನಾಲಗೆಲುಸ್ನಾಯು,,,,,,,,,
,Hypercholesterolaemia,ಅಧಿಕ ಕೊಲೆಸ್ಟಿರಾಲ್ ರಕ್ತ,,,,,,,,,
,Hyperkeratosis,ಕಡುಕೊಂಪರೆಕ ಚರ್ಮತೆ,,,,,,,,,
,Hypochondriasis,ರೋಗಭ್ರಾಂತಿ,,,,,,,,,
,Hypothalamus,ಮಿದುಳು ಬುಡಭಾಗದಲ್ಲಿರುವ ಒಂದು ಗ್ರಂಥಿ ಕೆಳಶಿರಗುಳಿ,,,,,,,,,
,Hypothalamus gland,ಕೆಳಶಿರಗುಳಿಗ್ರಂಥಿ,,,,,,,,,
,Idiosyncrasy,"ತನ್ನುಟ್ಟುಗುಣ, ಹುಟ್ಟುಗುಣ, ಸ್ವಭಾವ",,,,,,,,,
,Ileocaecal valve,ಮುರಿಗರುಳಿನ ಕವಾಟ,,,,,,,,,
,Ileum,ಮುರಿಗರುಳು,,,,,,,,,
,Iliacus,ಕಟಿಯ ಸ್ನಾಯು,,,,,,,,,
,Ilium,ಟೊಂಕದ / ರೊಂಡಿಯ ಎಲುಬು,,,,,,,,,
,Immune barrier zone,ನಿಶ್ಚಲಕಾರಕ,,,,,,,,,
,Immobilizer,ರೋಗಪ್ರತಿರೋಧಕ / ರಕ್ಷಿತ ವಲಯ,,,,,,,,,
,Immune belt,ರೋಗಪ್ರತಿರೋಧ ವೃತ್ತ / ಕ್ಷೇತ್ರ,,,,,,,,,
,Immunisation,ಪ್ರತಿರಕ್ಷೀಕರಣ,,,,,,,,,
,Immunity,ಸೋಂಕುರಕ್ಷಣೆ,,,,,,,,,
,Immunological,ಸೋಂಕುರೋಗ ರಕ್ಷಾ ಸಂಬಂಧಿತ,,,,,,,,,
,Immunology,ರಕ್ಷಣಾಶಾಸ್ತ್ರ,,,,,,,,,
,Immunization,ಸೋಂಕು ರಕ್ಷಣೆ,,,,,,,,,
,Impaction,ಆಹಾರ ಸ್ಥಂಭನ,,,,,,,,,
,Imperial Diary Institute,ಮಹೋನ್ನತ ಹೈನು ಸಂಸ್ಥೆ,,,,,,,,,
,Imperial Institute of Animal Husbandry & Dairying,ಪಶುಸಂಗೋಪನೆ ಮತ್ತು ಹೈನುಗಾರಿಕೆಯ ಮಹೋನ್ನತ ಸಂಸ್ಥೆ,,,,,,,,,
,Impulse,ಹಠಾತ್ತಾದ ಪ್ರವೃತ್ತಿ,,,,,,,,,
,Inactive phase,ನಿಷ್ಕ್ರಿಯ ಹಂತ,,,,,,,,,
,Inapparent case,ಅಸ್ಪಷ್ಟ ಸಮಸ್ಯೆ,,,,,,,,,
,Inbreeding,"ಸ್ವಗೋತ್ರ ತಳಿಸಂವರ್ಧನೆ, ಅಂತಃಸಂಕರಣ",,,,,,,,,
,Inbreeding coefficient,ಒಳಸಂಕರಣ ಸಹಕಾರಕ/ಅಂತಃ ಸಂಕರಣ ಗುಣಕ,,,,,,,,,
,In-can -milk coolers,ಕ್ಯಾನ್ ಸಮೇತ ಹಾಲಿನ ಶೀತಲಕಾರಿಗಳು,,,,,,,,,
,Incised wound,ಸೀಳುಗಾಯ,,,,,,,,,
,Incisivus inferior,ಕೆಳಸಂದೋಳಿಸ್ನಾಯು,,,,,,,,,
,Incisor teeth,ಬಾಚಿಹಲ್ಲು,,,,,,,,,
,Incompatibility,ಒಗ್ಗದಿಕೆ,,,,,,,,,
,Incomplete lactation,ಅಪೂರ್ಣಕರಾವು,,,,,,,,,
,Incomplete milking,ಅಪೂರ್ಣಹಾಲು ಕರೆಯುವಿಕೆ,,,,,,,,,
,Incubation,ರೋಗ ಪರಿಪಾಕಾವಸ್ಥೆ,,,,,,,,,
,Incubation period,ರೋಗಪರಿಪಕ್ವಾವಸ್ಥೆ ಕಾಲ,,,,,,,,,
,Indifferent stage,ಅನಿರ್ದಿಷ್ಟ ಹಂತ,,,,,,,,,
,Indigestion,"ಅಜೀರ್ಣ, ಅಪಚನ",,,,,,,,,
,Infant milk food,"ಶಿಶುದುಗ್ಧಾಹಾರ, ಮಗುವಿನ ಹಾಲಾಹಾರ",,,,,,,,,
,Infection,ಸೋಂಕು ರಕ್ಷಣೆ,,,,,,,,,
,Independent culling level method,ಸ್ವತಂತ್ರ ಬೇರ್ಪಡಿಕೆ ಹಂತದ ವಿಧಾನ,,,,,,,,,
,Indian diet,ಭಾರತೀಯ ಆಹಾರ,,,,,,,,,
,Indigenous breed,ಸ್ಥಳ ಜನ್ಯ / ಸ್ಥಳೀಯ ತಳಿಗಳು,,,,,,,,,
,Indigenous inheritance,ಸ್ಥಳಜನ್ಯ ಅನುವಂಶೀಯತೆ,,,,,,,,,
,Indigenous tropical breed,ಸ್ಥಳಜನ್ಯ ಉಷ್ಣವಲಯದ ತಳಿ,,,,,,,,,
,Infection disease,ಸೋಂಕು ರೋಗ,,,,,,,,,
,Inferior vena cava,ಕೆಳ ಮಹಾಧಮನಿ ; ಮಹಾಪಧಮನಿ,,,,,,,,,
,Infertility,ಬಂಜೆತನ,,,,,,,,,
,Inflation,ಉಬ್ಬರ,,,,,,,,,
,Infraspinatus,ನೆಟ್ಟೆಲುಬಿನ ಕೆಳಗಿನ ಸ್ನಾಯು,,,,,,,,,
,Infundibulum,ಮಿದುಳಾಲಕಿ,,,,,,,,,
,Ingredients,ಘಟಕಾಂಶಿಗಳು,,,,,,,,,
,Ingressed bacteria,ಭೇದಿಸುವ ಏಕಾಣುಜೀವಿಗಳು,,,,,,,,,
,Inguinal canal,ತೊಡೆಸಂಧಿಯಲ್ಲಿರುವ ತೋಡು / ನಳಿಕೆ,,,,,,,,,
,Inguinal region,ತೊಡೆಯ ಸಂಧಿನ ಭಾಗ,,,,,,,,,
,Inheritance,"ತಲೆಮಾರು ವರಸೆ, ತಲೆತಲಾಂತರದಿಂದ ಬಂದ, ಆನುವಂಶೀಯತೆ",,,,,,,,,
,Innervated,"ಸುತ್ತಿಕೊಂಡಿರುವ, ನರಗೂಡಿದ, ನರಸೇರಿದ",,,,,,,,,
,Innervation,"ನರಜೋಡಣೆ, ನರಸೇರಿಕೆ, ಪೂರೈಕೆನರ",,,,,,,,,
,Inoculation,"ಚುಚ್ಚಿಒಳಹೋಗಿಸುವಿಕೆ, ಸೋಂಕು ಸೇರಿಸುವಿಕೆ",,,,,,,,,
,Insemination,ವೀರ್ಯಾವಾಪನೆ,,,,,,,,,
,Inspection chamber,ತಪಾಸಣೆ ಕೋಣೆ,,,,,,,,,
,Instant chilling unit,ತುರ್ತುಶೀತಲನ ಘಟಕ,,,,,,,,,
,Insulate,ಅಚ್ಛಾದಿಸು (ನಿರೋಧನ),,,,,,,,,
,Integument,"ಚರ್ಮ, ಕವಚ, ಹೊದಿಕೆ",,,,,,,,,
,Intra Articular cartilage,ಅಂತರ ಜಾರುಪಾತಳಿಯ ಮೆಲ್ಲೆಲುಬು,,,,,,,,,
,Intracapsular ligament,ಅಂತರ ಕವಚದ ತಂತುಗಟ್ಟು,,,,,,,,,
,Intercentral articulation,ಅಂತರ ನಡುವಣ ಸಂಧಿ,,,,,,,,,
,Intercornual articulation,ಅಂತರಕೊಂಬುಗಳ ಸಂಧಿ,,,,,,,,,
,Interdigital space,"ಖುರಗಳ ಮಧ್ಯಭಾಗ, ಬೆರಳು / ಗೊರಸು ನಡುಭಾಗ",,,,,,,,,
,Intermediate hosts,ಉಪಜೀವಿಗೆ ಆಶ್ರಯತಾಣವಾದ ಮಧ್ಯವರ್ತಿ ಪ್ರಾಣಿಗಳು,,,,,,,,,
,Intermittent milking,ಬಿಟ್ಟುಬಿಟ್ಟು ಹಾಲು ಕರೆಯುವಿಕೆ,,,,,,,,,
,Internal ear,ಒಳಕಿವಿ,,,,,,,,,
,Internal intercostal muscle,ಆಂತರಿಕ ಪಕ್ಕೆಲುಬು ನಡುವಣ ಸ್ನಾಯು,,,,,,,,,
,Internal respiration,ಆಂತರಿಕ ಶ್ವಾಸೋಚ್ಛ್ಸಾಸ,,,,,,,,,
,Internal skin,ಒಳಚರ್ಮ,,,,,,,,,
,Internal sternal ligament,ಆಂತರಿಕ ಎದೆಲುಬಿನ ತಂತುಗಟ್ಟು,,,,,,,,,
,International Dairy Federation,ಅಂತರರಾಷ್ಟ್ರೀಯ ಹೈನು ಒಕ್ಕೂಟ,,,,,,,,,
,Interosseous ligament,ಮೂಳೆಯೊಳಗಣ ತಂತುಗಟ್ಟು,,,,,,,,,
,Intersex,ಅಂತರ್ ಲಿಂಗ,,,,,,,,,
,Interspinous ligament,ಅಂತರ್ ಉಧೃತ ತಂತುಗಟ್ಟು ಅಂತರ್ ಮೊನೆತಂತುಗಟ್ಟು,,,,,,,,,
,Inter sexuality,1. ಅಂತರ್ ಲೈಂಗಿಕತೆ 2. ಮಧ್ಯಂತರ / ಇಬ್ಬಂದಿ ಲೈಂಗಿಕತೆ,,,,,,,,,
,Interstitial,ಅಂತರವಕಾಶೀಯ,,,,,,,,,
,Intestinal mucous gland,ಕರುಳಿನ ಲೋಳ್ಪರೆ ಗ್ರಂಥಿ,,,,,,,,,
,Intestinal villi,ಸಣ್ಣಕರುಳಿನಲ್ಲಿ ಆಹಾರಾಂಶಗವನ್ನು ಹೀರಿಕೊಳ್ಳುವಭಾಗ,,,,,,,,,
,Intestine,"ಆಂತ್ರ, ಕರುಳು",,,,,,,,,
,Intracellular,ಕೋಶದೊಳಗಿನ,,,,,,,,,
,Intradermal,ಚರ್ಮಾಂತರ,,,,,,,,,
,Intraperitoneal,ಹೊರ ಬಿಗಿಪರೆಯೊಳಗಿನ,,,,,,,,,
,Intra-Population,ಅಂತಃಸಮೃಷ್ಟಿ,,,,,,,,,
