ಕನ್ನಡ ಪದ (Kannada Word),ಇಂಗ್ಲೀಷ್ ಪದ (English Word),ಕನ್ನಡ ಅರ್ಥ (Kannada Meaning),ಪರ್ಯಾಯ ಪದ (Synonyms),ವಿಷಯ ವರ್ಗೀಕರಣ (Subject),ವ್ಯಾಕರಣ ವಿಶೇಷ (Grammer),ಇಲಾಖೆ (Department),ಕನ್ನಡ ಉಚ್ಚಾರಣೆ (Kannada Pronunciation),ಇಂಗ್ಲೀಷ್ ಅರ್ಥ (English Meaning),ಸಂಕ್ಷಿಪ್ತ ವಿವರಣೆ (Short Description),ದೀರ್ಘ ವಿವರಣೆ (Long Description),ಆಡಳಿತಾತ್ಮಕ ಪದ (Administrative Word)
,Azima tetracantha,ಅಜಿಮ ಟೆಟ್ರಕ್ಯಾಂತ; ಬಿಳಿಉಪ್ಪಿ ಎಗಚಿ ಗಿಡ,,,,,,,,,
,azonal soil,ಅಸ್ತರಮಣ್ಣು; ಅಪಕ್ವತೆಯಿಂದಾಗಿ ಸ್ತರ ರಚನೆಯಾಗದ ಮಣ್ಣು,,,,,,,,,
,azoospore,ಅಚಲಬೀಜಾಣು,,,,,,,,,
,azoosporic,ಅಚಲಬೀಜಾಣುವುಳ್ಳ,,,,,,,,,
,azygospore,ಆಯುಗ್ಮಬೀಜಾಣು,,,,,,,,,
,azygous,1. ಆಯುಗ್ಮ; ಜೋಡಿಯಾಗದ 2. ಆಯುಗ್ಮಾಂಗ; ಜೋಡಿಯಾಗದ ಭಾಗ,,,,,,,,,
,babul tree,Acacia arabica,,,,,,,,,
,baccate,ಬ್ಯಕೇಟ್:‌ 1. (ಬೆರಿ) ಕಾಯಿ ಬಿಡುವ 2. (ಬೆರಿ) ಕಾಯಿಯಂತಿರುವ,,,,,,,,,
,Baccaurea sapida,ಬ್ಯಕಾರಿಯ ಸ್ಯಾಪಿಡ; ಕೋಳಿಕುಕ್ಕೆ ಗಿಡ,,,,,,,,,
,bacciferous,(ಬೆರಿ) ಕಾಯಿಬಿಡುವ,,,,,,,,,
,baccivorous,(ಬೆರಿ) ಕಾಯಿತಿನ್ನುವ,,,,,,,,,
,bacilliform,ದಂಡಾಕಾರದ,,,,,,,,,
,bacillus,ಬಸಿಲಸ್; ‌ ದಂಡಾಣುಜೀವಿಯ ಒಂದು ಜಾತಿ,,,,,,,,,
,back cross,ಹಿಂಸಂಕರ; (ಮೊದಲ ಮಿಶ್ರತಳಿಯನ್ನು) ಪಿತೃ ಸಸ್ಯದೊಡನೆ ಬೆರೆಸಿ ಮಿಶ್ರತಳಿ ಹುಟ್ಟಿಸುವುದು,,,,,,,,,
,back cross parent,ಹಿಂ-ಸಂಕರಪಿತೃ,,,,,,,,,
,back furrow,ಹಿಂದಿನ ಉಕ್ಕೆಸಾಲು,,,,,,,,,
,Bacopa monniera,Herpestis monnieria,,,,,,,,,
,bacteria,ಬ್ಯಾಕ್ಟೀರಿಯ; ದಂಡಾಣುಗಳು,,,,,,,,,
,bacteria denitrificans,ಸಾರಜನಕಾಂಶಹಾರಿ ದಂಡಾಣು,,,,,,,,,
,bacterial bean blight (Xanthomonas phaseoli indicus),ಬ್ಯಾಕ್ಟೀರಿಯಲ್‌ ಬೀನ್‌ ಬ್ಲೈಟ್; ‌ ಕಾಯಿಯ ದಂಡಾಣು ಅಂಗಮಾರಿರೋಗ,,,,,,,,,
,bacterial canker,ದಂಡಾಣುಕ್ಯಾಂಕರ್‌ ರೋಗ; ಸಸ್ಯಗಳಿಗೆ ದಂಡಾಣುವಿನಿಂದ ಬರುವ ಕ್ಯಾಂಕರ್‌ ರೋಗ,,,,,,,,,
,bacterial gall,ದಂಡಾಣು ಗಂಟು,,,,,,,,,
,bacterial gummosis,ದಂಡಾಣುಸ್ರಾವ; ದಂಡಾಣು ಸೋಂಕಿನಿಂದಾದ ಅಂಟುಸ್ರಾವ,,,,,,,,,
,bacterial soft rot,ದಂಡಾಣು ಮೆತುಕೊಳೆರೋಗ,,,,,,,,,
,bactericide,ಬ್ಯಾಕ್ಟೀರಿಸೈಡ್; ‌ ದಂಡಾಣುನಾಶಕ,,,,,,,,,
,bacteriogenic,ದಂಡಾಣುಜನ್ಯ,,,,,,,,,
,bacter(i)oid,ದಂಡಾಣುವಿನಂಥ,,,,,,,,,
,bacteriology,ದಂಡಾಣು ವಿಜ್ಞಾನ,,,,,,,,,
,bacteriophage,ದಂಡಾಣುಭಕ್ಷಕ,,,,,,,,,
,bacteriosis,ದಂಡಾಣುರೋಗ,,,,,,,,,
,bacteriostatic,ದಂಡಾಣುಸ್ಥಗನಕಾರಕ,,,,,,,,,
,bacteriotoxin,ದಂಡಾಣು ವಿಷ,,,,,,,,,
,bad land,ಕೊರಕಲು/ನಿರುಪಯುಕ್ತ ಭೂಮಿ,,,,,,,,,
,bael fruit tree,Aegle marmelos,,,,,,,,,
,bagasse,ಕಬ್ಬಿನ ಸಿಪ್ಪೆ,,,,,,,,,
,Bahama grass,Cynodon dactylon,,,,,,,,,
,bait,ಬೇಟ್:‌ 1. (ಗಾಳಕ್ಕೆ ಸಿಕ್ಕಿಸುವ) ಎರೆ; ಕಿರುಮೀನು ಯಾ ಚಿಕ್ಕಹುಳು 2. ದೀಹದಮೃಗ 3. ಆಮಿಷ,,,,,,,,,
,baked soil,ಸುಟ್ಟಮಣ್ಣು,,,,,,,,,
,balanced manuring,ಸಮತೋಲನದ ಗೊಬ್ಬರ ನೀಡಿಕೆ,,,,,,,,,
,blanced nutrition,ಸಮತೋಲದ ಪೌಷ್ಟಿಕಾಂಶ,,,,,,,,,
,balance in nature,ನಿಸರ್ಗದ ಸಮತೋಲನ,,,,,,,,,
,Balanites roxburghii/aegyptiaca,ಬ್ಯಾಲನೈಟೀಜ್‌/ರಾಕ್ಸ್ ಬರ್ಗಿಯೈ/ಏಜಿಪ್ಟಿಯಾಕ: ಇಂಗಳದ ಮರ,,,,,,,,,
,bale,ಬೇಲ್; ‌ ಪಿಂಡಿ,,,,,,,,,
,Baliospermum axilare,ಬ್ಯಾಲಿಯೋಸ್ಪರ್ಮಮ್‌ ಅಕ್ಸಿಲೇರ್‌; ಕಾಡಿಹರಳು/ನಾಗದಂತಿ ಗಿಡ,,,,,,,,,
,ball of earth,(ಕಿತ್ತಗಿಡದ ಬೇರಿಗೆ ಅಂಟಿಕೊಂಡ ) ಮಣ್ಣುಂಡೆ,,,,,,,,,
,balloon vine,Cardiospermum halicacabum,,,,,,,,,
,ball planting,ಉಂಡೆನಾಟಿ,,,,,,,,,
,balsa,Ochroma lagopus,,,,,,,,,
,balsam,impatiens,,,,,,,,,
,balsam apple,Momordica balsamina,,,,,,,,,
,Balsamodendron mukul,Commiphora mukul,,,,,,,,,
,Balsamodendron myrrha,ಬಾಲ್ಸಮೋಡೆಂಡ್ರನ್‌ ಮಿರ‍್ಹ ಬೋಲ/ರಸಗಂಧ/ಸಮುದ್ರಗುಗ್ಗುಳ ಮರ,,,,,,,,,
,bamboo,ಬಂಬು; ಬಿದಿರು,,,,,,,,,
,bamboo seed,ಬಿದಿರಕ್ಕಿ; ಬಿದಿರು ಬೀಜ,,,,,,,,,
,Bambusa arundinacea/spinosa ( thorny spiny bamboo),ಬ್ಯಾಂಬೂಸ್‌ ಅರುಂಡಿನೇಶಿಯ/ಸ್ಪೈನೋಸ; ಹೆಬ್ಬಿದಿರು; ಹೆಂಡೆ ಬಿದಿರು,,,,,,,,,
,Bambusa vulgaris (feathery bamboo),ಬ್ಯಾಂಬೂಸ್‌ ವಲ್ಗಾರಿಸ್; ‌ ಒಂದು ಹಳದಿ-ಹಸಿರುಪಟ್ಟೆ ಬಿದಿರು,,,,,,,,,
,banana,Musa paradisiaca,,,,,,,,,
,banana shrub,Michelia fuscata,,,,,,,,,
,band application,(ರಸಗೊಬ್ಬರವನ್ನು) ಪಟ್ಟಿಯಲ್ಲಿ ಹಾಕುವುದು,,,,,,,,,
,bandicoot,ಹೆಗ್ಗಣ,,,,,,,,,
,banding,ಕಾಂಡಪಟ್ಟೆ,,,,,,,,,
,bane berry,Actaea spicata,,,,,,,,,
,bank,1. ದಂಡೆ; ತೀರ 2. ಬ್ಯಾಂಕ್; ‌ ಹಣಕೋಠಿ,,,,,,,,,
,banyan tree,Ficus benghalensis,,,,,,,,,
,baobab,Adansonia digitata,,,,,,,,,
,Barbados aloe,Aloe vera,,,,,,,,,
,Barbados cherry,Malpighia glabra,,,,,,,,,
,barbed wire fence,ಮುಳ್ಳುತಂತಿ ಬೇಲಿ,,,,,,,,,
,barberry,Berberis aristata,,,,,,,,,
,bar harrow,ದಬ್ಬಿ ಕುಂಟೆ,,,,,,,,,
,barium,ಬೇರಿಯಂ: ಒಂದು ಮೂಲಲೋಹ,,,,,,,,,
,barium carbonate,ಬೇರಿಯಂ ಕಾರ್ಬೊನೇಟ್; ‌ ಒಂದು ಇಲಿನಾಶಕ ವಸ್ತು,,,,,,,,,
,bark,ತೊಗಟೆ,,,,,,,,,
,bark grafting,ತೊಗಟೆ ಕಸಿ,,,,,,,,,
,Barleria buxifolia,ಬಾರ‍್ಲೇರಿಯ ಬಕ್ಸಿಫೋಲಿಯ; ಗಂಡುಕೊಟ್ಟೆ ಮುಳ್ಳು/ಗುಬ್ಬಿ ಮುಳ್ಳು ಗಿಡ,,,,,,,,,
,Barleria cristata,ಬಾರ‍್ಲೇರಿಯ ಕ್ರಿಸ್ಟೇಟ; ಕೆಂಪು ಸ್ಫಟಿಕದ ಹೂಗಿಡ,,,,,,,,,
,Barleria lawii,ಬಾರ‍್ಲೇರಿಯ ಲಾವಿಯ್ಯೆ; ಕೆನೆಗೊರಟೆಮುಳ್ಳು ಗಿಡ,,,,,,,,,
,Barleria longifolia,Hygrophila spinosa,,,,,,,,,
,Barleria mysorensis,ಬಾರ‍್ಲೇರಿಯ ಮೈಸೂರೆನ್ಸಿಸ್; ‌ ಚುಳ್ಳಿಮುಳ್ಳಿ/ಗುಬ್ಬಚ್ಚಿ ಗಿಡ,,,,,,,,,
,Barleria prionitis,ಬಾರ‍್ಲೇರಿಯ ಪ್ರಯೀನಿಟಿಸ್; ‌ ಮುಳ್ಳು ಮದರಂಗಿ/ಗೋರಂಟಿ ಗಿಡ,,,,,,,,,
,barley,Hordeum vulgare,,,,,,,,,
,barn,ಕಣಜ; ಧಾನ್ಯಾಗಾರ,,,,,,,,,
,barn-cured,ಕಣಜದಲ್ಲಿ ಹದಮಾಡಿದ,,,,,,,,,
,barnyard,ಬೇಸಾಯಗಾರನ ಅಂಗಳ/ಹಟ್ಟಿ,,,,,,,,,
,Barnyard millet,Panicum crus-galli,,,,,,,,,
,barometer,ಬ್ಯಾರೊಮೀಟರ್; ‌ ವಾಯುಭಾರಮಾಪಕ,,,,,,,,,
,barren,1. ಬಂಜರು; ಬರಡು 2. ಗೊಡ್ಡು 3. ಬಂಜೆ,,,,,,,,,
,bareen tree,ಬಂಜೆ ಮರ,,,,,,,,,
,Barringtonia acutangula (Indian oak),ಬ್ಯಾರೀಂಗ್‌ಟೋನಿಯ ಅಕ್ಯುಟ್ಯಾಂಗ್ಯುಲ; ನೀರುಗಣಿಗಲು/ಹೊಳೆಕಾವು ಮರ,,,,,,,,,
,Barringtonia racemosa,ಬ್ಯಾರೀಂಗ್‌ಟೋನಿಯ ರ‍್ಯಾಸಿಮೋಸ; ಗಣಿಗಲತೋರ/ನೀವಾರ ಮರ,,,,,,,,,
,Barringtonia speciosa (Barringtonia asiatica),ಬ್ಯಾರೀಂಗ್‌ಟೋನಿಯ ಸ್ಪೀಸಿಯೋಸ/ಏಷಿಯಾಟಿಕ; ಸಮುದ್ರಫಲ (ಮರ),,,,,,,,,
,barrow,ಕೈಗಾಡಿ,,,,,,,,,
,bar share,ಪಟ್ಟೆಗುಳ,,,,,,,,,
,basal dose,(ಗೊಬ್ಬರದ ವಿ.ದಲ್ಲಿ)ಮೂಲ/ತಳ ಗೊಬ್ಬರ,,,,,,,,,
,basal leaf,ಮೂಲ ಎಲೆ,,,,,,,,,
,basal metabolism,ಜೀವಾಧಾರಿ ಉಪಾಪಚಯ,,,,,,,,,
,basal rot,ಬುಡಕೊಳೆತ,,,,,,,,,
,basalt,ಬಸಾಲ್ಟ್; ‌ ಕಪ್ಪು ಪಿಂಗಾಣಿ,,,,,,,,,
,basaltic soil,ಕಪ್ಪು ಪಿಂಗಾಣಿ ಮಣ್ಣು,,,,,,,,,
,base,1. ಪ್ರತ್ಯಾಮ್ಲ 2. ಮೂಲ; ಬುಡ; ತಳ; ನೆಲೆ 3. ಕೀಳು 4. ಕ್ಷಾರ,,,,,,,,,
,base exchange,ಪ್ರತ್ಯಾಮ್ಲ ವಿನಿಮಯ,,,,,,,,,
,base exchange capacity,ಪ್ರತ್ಯಾಮ್ಲ ವಿನಿಮಯ ಸಾಮರ್ಥ್ಯ,,,,,,,,,
,Basella alba (Malabar spinach),ಬ್ಯಾಸೆಲ ಆಲ್ಬ; ಬಾಯಿಬಸಳೆ (ಬಳ್ಳಿ),,,,,,,,,
,Basella rubra,ಬ್ಯಾಸೆಲ ರೂಬ್ರ; ಕೆಂಪುಬಸಳೆ (ಬಳ್ಳಿ),,,,,,,,,
,base metal,1. ಕೀಳುಲೋಹ 2. ಮೂಲಲೋಹ 3. ಮುಖ್ಯಲೋಹ,,,,,,,,,
,base saturation,ಪ್ರತ್ಯಾಮ್ಲ ಸಂತೃಪ್ತಿ,,,,,,,,,
,basic crops,ಮೂಲಬೆಳೆಗಳು,,,,,,,,,
,basic element,ಮೂಲಧಾತು,,,,,,,,,
,basicity,ಪ್ರತ್ಯಾಮ್ಲೀಯತೆ; ಕ್ಷಾರಸಂಯೋಗಶಕ್ತಿ,,,,,,,,,
,basic rock,ಪ್ರತ್ಯಾಮ್ಲಶಿಲೆ,,,,,,,,,
,basic salt,ಪ್ರತ್ಯಾಮ್ಲ ಲವಣ,,,,,,,,,
,basic slag,ಬೇಸಿಕ್‌ ಸ್ಲ್ಯಾಗ್; ‌ ಪ್ರತ್ಯಾಮ್ಲಕಿಟ್ಟ; ಉಕ್ಕಿನ ತಯಾರಿಕೆಯಲ್ಲಿ ಉಪವಸ್ತುವಾಗಿ ದೊರೆಯುವ ರಸಗೊಬ್ಬರಕ್ಕಾಗಿ ಬಳಸುವ ರಂಜಕ ಲವಣವನ್ನೊಳಗೊಂಡ ಒಂದು ವಸ್ತು,,,,,,,,,
,basidium,ಬ್ಯಸಿಡಿಯಂ; ಬೂಷ್ಟು ತುದಿ ಬೀಜಕಣಕೋಶ,,,,,,,,,
,basification,ಪತ್ಯಾಮ್ಲೀಕರಣ,,,,,,,,,
,basifixed filament,ತಳಕೂಡಿದ ಕೇಸರದಂಡ,,,,,,,,,
,basin,ಬೇಸಿನ್‌: 1. ಪಾತಿ; ಮಡಿ 2. ತಗ್ಗು 3. ಜಲಾನಯನ ಪ್ರದೇಶ 4. ಬೋಗುಣಿ,,,,,,,,,
,basin irrigation,ಪಾತಿ ನೀರಾವರಿ,,,,,,,,,
,basipetal,ಅಧೋವರ್ಧಿ; ಕೆಳಮುಖವಾಗಿ ಬೆಳೆಯುವ,,,,,,,,,
,basket,ಮಂಕರಿ; ಬುಟ್ಟಿ; ಗೂಡೆ; ಕುಕ್ಕೆ,,,,,,,,,
,basket planting,ಬುಟ್ಟಿನಾಟಿ; ಚಿಕ್ಕಚಿಕ್ಕಬುಟ್ಟಿಗಳಲ್ಲಿ ಬೀಜನೆಟ್ಟು ಬೆಳೆಸಿದ ಸಸಿಗಳನ್ನು ಬುಟ್ಟಿಸಹಿತ ನಾಟಿಮಾಡುವುದು,,,,,,,,,
,basophilous plant,ಕ್ಷಾರ ಸುಫಲೀಸಸ್ಯ; ಕ್ಷಾರ ಮಣ್ಣಿನಲ್ಲಿ ಹುಲುಸಾಗಿ ಬೆಳೆಯುವ ಸಸ್ಯ,,,,,,,,,
,Bassia,Madhuca,,,,,,,,,
,Bassia latifolia (Indian butter tree; mahua),ಬ್ಯಾಸಿಯ ಲ್ಯಾಟಿಫೋಲಿಯ; (ದೊಡ್ಡ) ಹಿಪ್ಪೆಮರ,,,,,,,,,
,Bassia longifolia (mowra fat),ಬ್ಯಾಸಿಯ ಲಾಂಜಿಫೋಲಿಯ; ಕಾಡುಹಿಪ್ಪೆಮರ,,,,,,,,,
,Bassia malabarica,ಬ್ಯಾಸಿಯ ಮಲಬಾರಿಕ; ಹೊಳೆ ಹಿಪ್ಪೆಮರ,,,,,,,,,
,bastard cedar,Guazuma tomentosa,,,,,,,,,
,bastard myrobalan,Terminalia bellerica,,,,,,,,,
,bastard oleaster,Elaeagnus latifolia,,,,,,,,,
,bastard pepper,Schinus molle,,,,,,,,,
,bastard sandal,Erythroxylum monogynum,,,,,,,,,
,bat,(ತೊಗಲು) ಬಾವಲಿ,,,,,,,,,
,Batatus edulis,Ipomea batatus,,,,,,,,,
,Bauhinia acuminata,ಬಾಹಿನಿಯ ಅಕ್ಯುಮಿನೇಟ; ಬಿಳಿಮಂದಾರಮರ,,,,,,,,,
,Bauhinia alba (variegata),"ಬಾಹಿನಿಯ ಅಲ್ಬ, ವೆರಿಗೇಟ; ಬಿಳಿಕಂಚುವಾಳ (ಮರ)",,,,,,,,,
,Bauhinia diphylla,ಬಾಹಿನಿಯ ಡೈಫಿಲ; ಕಡಕೋಲುಮರ,,,,,,,,,
,Bauhinia galpinii (Galpin's bauhinia),ಬಾಹಿನಿಯ ಗಾಲ್ಪಿನಿಯೈ; ಕುಂಕುಮ ವರ್ಣದ ಹೂಬಿಡುವ ಒಂದು ಅಲಂಕಾರ ಪೊದೆ,,,,,,,,,
,Bauhinia malabarica (Malabar mountain ebony),ಬಾಹಿನಿಯ ಮಲಬಾರಿಕ; ಬಸವನಪಾದ/ಹುಳಿಆಚಲು ಮರ,,,,,,,,,
,Bauhinia monandra (butterfly flower),ಬಾಹಿನಿಯಮನ್ಯಾಂಡ್ರ; ಅಂಚುಗಳಲ್ಲಿ ಅಲಂಕಾರಕ್ಕಾಗಿ ಬೆಳೆಸುವ ಮರ,,,,,,,,,
,Bauhinia phoenicea,ಬಾಹಿನಿಯ ಫೀನಿಶಿಯ; ಕೆಂಪುಯಾತಬಳ್ಳಿ,,,,,,,,,
,Bauhinia purpurea (camel's foot tree; butterfly tree),ಬಾಹಿನಿಯ ಪರ್‌ ಪ್ಯೂರಿಯ; ಕಂಚುವಾಳ/ಕೆಂಪುಮಂದಾರ ಮರ,,,,,,,,,
,Bauhinia racemosa,ಬಾಹಿನಿಯ ರ‍್ಯಾಸಿಮೋಸ; ಆಚಲು/ವನಸಂಪಿಗೆ/ಶ್ವೇತಕಾಂಚನ ಮರ,,,,,,,,,
,Bauhinia tomentosa (saint Thomas tree; yellow bauhinia; bell bauhinia),ಬಾಹಿನಿಯ ಟೊಮೆಂಟೋಸ; ಕಾಡತ್ತಿ/ಕಾಡುಸಂಪಿಗೆ ಗಿಡ,,,,,,,,,
,Bauhinia vahlii (camel's foot climber),ಬಾಹಿನಿಯ ವಾಹ್ ಲಿಯೈ; ಹೆಪ್ಪರಿಗೆ ಬಳ್ಳಿ,,,,,,,,,
,Bauhinia variegata (variegated bauhinia; orchid tree),ಬಾಹಿನಿಯ ವೆರಿಗೇಟ; ಮಂದಾರ/ಉಳಿಪೆ ಮರ,,,,,,,,,
,bauxite,ಬಾಕ್ಸೈಟ್; ‌ ಅಲ್ಯೂಮಿನಿಯಂ ಭಸ್ಮಯುಕ್ತ ಜೇಡಿಮಣ್ಣು,,,,,,,,,
,bawn,ದನದ ಹಟ್ಟಿ/ಕೊಟ್ಟಿಗೆ/ಹಕ್ಕೆ,,,,,,,,,
,bay-bay-rum,Pimenta racemosa,,,,,,,,,
,bay-berry;,Myrica nagi,,,,,,,,,
,bdellium,Balsamodendron mukul,,,,,,,,,
,beach,ಸಮುದ್ರತೀರ,,,,,,,,,
,beaded roots,ಮಣಿಬೇರುಗಳು; ಗಂಟುಗಂಟು ಬೇರುಗಳು,,,,,,,,,
,bead tree,Adenanthera pavonina; Melia azadirach,,,,,,,,,
,beak,ಕೊಕ್ಕು; ಚಂಚು,,,,,,,,,
,beaker,ಚಂಚು/ಮೂತಿ ಪಾತ್ರ,,,,,,,,,
,beans,Phaseolus vulgaris,,,,,,,,,
,beard grass,Andropogon,,,,,,,,,
,bearing capacity,1. ಫಲಬಿಡುವ ಸಾಮರ್ಥ್ಯ 2. ಧಾರಣ ಸಾಮರ್ಥ್ಯ,,,,,,,,,
,beater,1. ಬಡಿಗೆ 2. ಕಡೆಗೋಲು,,,,,,,,,
,beating up,ಹೋಗುಣಿ ಹಾಕುವಿಕೆ; ನಾಶವಾದ ಸಸ್ಯಗಳ ಮರುಬಿತ್ತನೆ ಯಾ ಮರುನಾಟಿ,,,,,,,,,
,"Beaumontia grandiflora (Herald's-trumpet flower, easter-lily vine)",ಬೊಮಾನ್ಶಿಯ ಗ್ರ‍್ಯಾಂಡಿಫ್ಲೋರ; ಸುವಾಸನೆಯ ಬಿಳಿಹೂವಿನಿಂದ ಕೂಡಿರುವ ಒಂದು ಹಬ್ಬುಪೊದೆ,,,,,,,,,
,beccate,ಬೆಕೇಟ್‌; ಬೆರಿಹಣ್ಣು,,,,,,,,,
,bed,1. ಪಾತಿಮಾಡು 2. ತಳ; ಪಾತ್ರ,,,,,,,,,
,bedder,ಪಾತಿಗಿಡ; ಪಾತಿಯಲ್ಲಿ ನೆಡಲು ತಕ್ಕ ಗಿಡ,,,,,,,,,
,bedding,1. ಹಾಸು 2. ತಳಪದರ,,,,,,,,,
,bee,1. ಜೇನುನೊಣ 2. ದುಂಬಿ; ಜೇನು ನೊಣದಂಥ ಒಂದು ಕೀಟ,,,,,,,,,
,beefwood,Casuarina equisetifolia,,,,,,,,,
,beehive,ಜೇನುಗೂಡು,,,,,,,,,
,bee-keeping,apiculture,,,,,,,,,
,bee's wax,ಜೇನುಮೇಣ,,,,,,,,,
,beetle,ಜೀರುಂಡೆ,,,,,,,,,
,beet root,Beta vulgaris,,,,,,,,,
,Begonia,ಬಿಗೋನಿಯ; ಒಂದು ಅಲಂಕಾರ ಸಸ್ಯಜಾತಿ,,,,,,,,,
,Beischmiedia roxburghiana,ಬೀಲ್ಸ್ ಮೀಡಿಯ ರಾಕ್ಸ್ ಬರ್ಗಿಯಾನ; ಕಾಮಟ್ಟಿ ಮರ; ಒಂದು ನಿತ್ಯ ಹಸಿರು ಮರ,,,,,,,,,
,Belamcanda chinensis (leopard flower),ಬೆಲಮ್‌ ಕಾಂಡ ಚೈನೆನ್ಸಿಸ್; ‌ ಸಣ್ಣಸಂಕುದಾಳಿಗಿಡ,,,,,,,,,
,bell buhinia,Bauhinia tomentosa,,,,,,,,,
,belleric myrobalan,Terminalia bellerica,,,,,,,,,
,bell flower,Campanula,,,,,,,,,
,bell jar,ಘಂಟಾಪಾತ್ರೆ; ಘಂಟಾಕಾರದ ಗಾಜಿನ ಪಾತ್ರೆ,,,,,,,,,
,bell pepper,Capsicum grossum,,,,,,,,,
,bell shape,ಘಂಟೆಯಾಕಾರದ,,,,,,,,,
,bellyache bush,Jatropha gossipifolia,,,,,,,,,
,Beloperone guttata (Mexican shrimp plant; false hope),ಬೆಲಪರೋನ್‌ ಗಟೇಟ; ಕಡುಗೆಂಪು ಹೂವಿನ ಒಂದು ಅಲಂಕಾರ ಗಿಡ,,,,,,,,,
,bench-mark,ಬೆಂಚ್ ಮಾರ್ಕ್; ‌ ಮಟ್ಟಗುರುತು,,,,,,,,,
,bench terrace,(ಬೇಸಾಯಕ್ಕೆ ಬಳಸುವ) ಮೆಟ್ಟಿಲು ದಿಬ್ಬ,,,,,,,,,
,Bengal gram,Cicer aristinum,,,,,,,,,
,Bengal kino,Butea frondosa,,,,,,,,,
,Bengal quince,Aegle marmelos,,,,,,,,,
,Bengal sage,Meriandra benghalensis,,,,,,,,,
,benign disease,ಮಂದವ್ಯಾಧಿ,,,,,,,,,
,"Benincasa cerifera (Benincasa hispida, ash gourd; wax gourd)",ಬೆನಿನ್‌ ಕಸ ಸೆರಿಫೆರ/ಹಿಸ್ಪಿಡ; ಬೂದುಗುಂಬಳ,,,,,,,,,
,benjamin,Styrax benzoin,,,,,,,,,
,benjoin tree,Styrax benzoin,,,,,,,,,
,bent,ಬೆಂಟ್; ‌ ಆಪಿನಂಥ ಒಂದು ಹುಲ್ಲುಜಾತಿ,,,,,,,,,
,ben-teak,Lagerstroemia Lanceolata,,,,,,,,,
,bent spike pennisetum,Pennisetum nervosum,,,,,,,,,
,benzene,ಬೆನ್‌ಜೀನ್; ‌ ಒಂದು ಜಲಜನಕ ಇಂಗಾಲ ಸಂಯುಕ್ತ,,,,,,,,,
,Berberis aristata (Barberry; tree turmeric),ಬರ್ಬರಿಸ್‌ ಅರಿಸ್ಟೇಟ; ದೊಡ್ಡ ಮರದರಿಶಿನ/ಕಸ್ತೂರಿ ಅರಿಶಿನಗಿಡ,,,,,,,,,
,bergamot (orange),Citrus bergamia; Mentha citrata,,,,,,,,,
,Bergenia ciliata (Bergenia ligulata),ಬರ್ಜಿನಿಯ ಸೀಲಿಯೇಟ/ಲಿಗ್ಯುಲೇಟ; ಒಂದು ಪಾಷಾಣಬೇರುಗಿಡ,,,,,,,,,
,Bergera,Murraya,,,,,,,,,
,Bergia ammannioides,ಬರ್ಜಿಯ ಅಮಾನಿಯಾಯ್ಡಿಸ್; ‌ ನಂದಿಕಲ್ಲು ಸೊಪ್ಪು,,,,,,,,,
,Bermuda butter cup,Oxalis pes-caprae,,,,,,,,,
,Bermuda grass,Cynodon dactylon,,,,,,,,,
,Berria ammonilla (Trincomalee wood),ಬೆರಿಯ ಅಮೋನಿಲ; ಟ್ರಿಂಕೋಮಲಿ ಸರಳ ದೇವದಾರು ವೃಕ್ಷ,,,,,,,,,
,berry fruit,ಬೆರಿಹಣ್ಣು; ಬೀಜರಹಿತ ತಿರುಳಿನ ಸಣ್ಣಕಾಯಿ,,,,,,,,,
,beta rays,ಬೀಟಾ ಕಿರಣಗಳು,,,,,,,,,
,Beta vulgaris (beet root),ಬೀಟ ವಲ್ಗ್ಯಾರಿಸ್; ‌ ಬೀಟ್ ರೂಟ್:‌ ಬೀಟ್‌ ಗೆಡ್ಡೆ,,,,,,,,,
,betel leaf,Piper betel,,,,,,,,,
,betel nut,Areca catechu,,,,,,,,,
,betel vine,Piper betel,,,,,,,,,
,Betula utilis (bhojpatra Indian birch tree),ಬೆಟುಲ ಯುಟಿಲಿಸ್‌/ಭೋಜ್‌ ಪಟ್ರ; ಭೋಜಪತ್ರೆ ಮರ,,,,,,,,,
,beverage,ಪಾನೀಯ,,,,,,,,,
,bhang,Cannabis sativa,,,,,,,,,
,B.H.C (Benzene hexachloride),ಬಿ.ಹೆಚ್.ಸಿ; (ಬೆಂಜೀನ್‌ ಹೆಕ್ಸಾಕ್ಲೋರೈಡ್)‌ ಕೀಟನಾಶಕ,,,,,,,,,
,Bicapsular,ದ್ವಿಕೋಶೀಯ; ಎರಡು ಕೋಶವುಳ್ಳ,,,,,,,,,
,bicarbonate,ಬೈಕಾರ್ಬೋನೇಟ್‌; ಎರಡರಷ್ಟು ಕಾರ್ಬಾನಿಕ್‌ ಆಮ್ಲವುಳ್ಳ ಲವಣ,,,,,,,,,
,bicarpellary,ದ್ವಿಅಂಡಕೋಶಿ; ಎರಡು ಅಂಡಕೋಶಗಳಿರುವ,,,,,,,,,
,bicellular,ದ್ವಿಜೀವಕಣೀಯ; ಎರಡು ಜೀವಕಣಗಳುಳ್ಳ,,,,,,,,,
