ಕನ್ನಡ ಪದ (Kannada Word),ಇಂಗ್ಲೀಷ್ ಪದ (English Word),ಕನ್ನಡ ಅರ್ಥ (Kannada Meaning),ಪರ್ಯಾಯ ಪದ (Synonyms),ವಿಷಯ ವರ್ಗೀಕರಣ (Subject),ವ್ಯಾಕರಣ ವಿಶೇಷ (Grammer),ಇಲಾಖೆ (Department),ಕನ್ನಡ ಉಚ್ಚಾರಣೆ (Kannada Pronunciation),ಇಂಗ್ಲೀಷ್ ಅರ್ಥ (English Meaning),ಸಂಕ್ಷಿಪ್ತ ವಿವರಣೆ (Short Description),ದೀರ್ಘ ವಿವರಣೆ (Long Description),ಆಡಳಿತಾತ್ಮಕ ಪದ (Administrative Word)
,Dogbane,"ಅಲ್ಲಮಂದಗಿಡ, ಅರಿಸಿನಮರ",,,,,,,,,
,Dokudupara (hand),ಕಳೆ ತೆಗೆಯಲು ಬಳಸುವ ವರವಾರಿ,,,,,,,,,
,Dolichos,ಅವರೆ,,,,,,,,,
,Domestic market,ಸ್ಥಳೀಯ ಮಾರುಕಟ್ಟೆ,,,,,,,,,
,Domestication,"ಪಳಗಿಸುವಿಕೆ, ಹೊಂದಿಕೊಳ್ಳುವಂತೆ ಮಾಡುವುದು",,,,,,,,,
,Dominance,ಪ್ರಾಧಾನ್ಯತೆ,,,,,,,,,
,Dominant gene,ಪ್ರಭಾವೀ ವಂಶವಾಹಿ,,,,,,,,,
,Dormant bud,"ಸುಪ್ತಮೊಗ್ಗು, ಅಚೇತನಾವಸ್ಥೆಯಲ್ಲಿನ ಮೊಗ್ಗು",,,,,,,,,
,Dormant pruning,ಸುಪ್ತಾವಸ್ಥೆಯಲ್ಲಿನ ಸವರುವಿಕೆ,,,,,,,,,
,Dormant scion,ಸುಪ್ತಾವಸ್ತೆಯ ಕಸಿಕೊಂಬೆ / ಕಸಿತುಂಡು,,,,,,,,,
,Dormant stage,ಸುಪ್ತಾವಸ್ಥೆ,,,,,,,,,
,Double basin,"ಜೋಡಿ ಪಾತಿ / ಮಡಿ, ದ್ವಿಪಾತಿ",,,,,,,,,
,Double cross,ದ್ವಿಸಂಕರಣ,,,,,,,,,
,Double edged knife,"ಈರಲಗು ಚಾಕು, ಇಬ್ಬಾಯಿ ಚಾಕು",,,,,,,,,
,Double edged saw,"ಎರಡೂ ಕಡೆ ಹರಿತವಿರುವ ಗರಗಸ, ಇಬ್ಬಾಯಿ ಗರಗಸ",,,,,,,,,
,Double nose,ದ್ವಿಪುಷ್ಟೀಗೆಡ್ಡೆ,,,,,,,,,
,Double pinch,ಎರಡು ಸಾರಿ ಚಿವುಟುವುದು,,,,,,,,,
,Double seamer,ಎರಡನೆಯ ಅಂಚು ಸೇರಿಸುವ ಯಂತ್ರ,,,,,,,,,
,Double working (Double grafting),ದ್ವಿಕಸಿ,,,,,,,,,
,Double zerovarieties,ಎರುಸಿಕ್ ಆಮ್ಲ ಮತ್ತು ಗ್ಲೂಕೋಸಿಲಿನೇಟ ಅಂಶದ ಕೊರತೆಯುಳ್ಳ ರೇಪ್ ತಳಿಗಳು,,,,,,,,,
,Downy mildew,ತುಪ್ಪಳಿನ ರೋಗ,,,,,,,,,
,Dragon fly,ಕೊಡತಿ ನೊಣ,,,,,,,,,
,Dragon's blood,1. ದಟ್ಟ ಕೆಂಪುವರ್ಣದ ರಾಳದ ಪುರಾತನ ಹೆಸರು 2. ರತನ್ ಬೆತ್ತ,,,,,,,,,
,Dragons eye,ಲೋಂಗನ್ ಹಣ್ಣುಮರ,,,,,,,,,
,Drain cum irrigation channel,ಬಸಿ ಹಾಗೂ ನೀರಾವರಿ ಕಾಲುವೆ,,,,,,,,,
,Drainage hole,"ನೀರು ಬಸಿಯುವ ರಂಧ್ರ, ಬಸಿರಂಧ್ರ",,,,,,,,,
,Dresden yellow,ಪಿಂಗಾಣಿ ಹಳದಿ,,,,,,,,,
,Dried ginger,ಒಣಶುಂಠಿ,,,,,,,,,
,Drier,"ಒಣಗಿಸುವ ಸಾಧನ, ಒಣಗು ಯಂತ್ರ",,,,,,,,,
,Drill,ಕೂರಿಗೆ,,,,,,,,,
,Drip irrigation,ಹನಿ ನೀರಾವರಿ,,,,,,,,,
,Drip tin,ರಬ್ಬರ್ ಹಾಲಿಳಿಸಲು ಬಳಸುವ ವಿಶೇಷ ಧಾರಕ,,,,,,,,,
,Droopping,"ಜೋಲುವ, ಜೋಲುಬೀಳುವ",,,,,,,,,
,Dropsy (oedema),ಅತಿ ಉಬ್ಬಿದ ಸ್ಥಿತಿ,,,,,,,,,
,Dropy,ಜಲೋದರ,,,,,,,,,
,Drought resistant,"ಬರನಿರೋಧಕ, ಅನಾವೃಷ್ಟಿ ತಡೆದುಕೊಳ್ಳುವ, ಕ್ಷಾಮನಿರೋಧಕ",,,,,,,,,
,Drum,ಪೀಪಾಯಿ,,,,,,,,,
,Drum method,ಪೀಪಾಯಿ ವಿಧಾನ (ಗೋಡಂಬಿ),,,,,,,,,
,Drum withering,ಪೀಪಾಯಿಯಲ್ಲಿ ಬಾಡುವಂತೆ ಮಾಡುವುದು,,,,,,,,,
,Drumstick,ನುಗ್ಗೆ,,,,,,,,,
,Drumstick leaves,ನುಗ್ಗೆ ಸೊಪ್ಪು,,,,,,,,,
,Drupe,"ಓಟೆ ಅಥವಾ ಗಟ್ಟಿ ಬೀಜದಿಂದ ಕೂಡಿದ ಫಲ, ಅಷ್ಟಿಫಲ",,,,,,,,,
,Drupe fruit,ಓಟೆಯುಳ್ಳ ಹಣ್ಣು,,,,,,,,,
,Dry fruit,"ಒಣಹಣ್ಣು, ಶುಷ್ಕಫಲ",,,,,,,,,
,Dry spells,"ಒಣ ಅವಧಿ, ಮಳೆ ಇಲ್ಲದ ದಿನಗಳು",,,,,,,,,
,Dry storage,"ಒಣದಾಸ್ತಾನು, ಒಣಜಾಗದಲ್ಲಿ ಶೇಖರಿಸಿಡುವುದು",,,,,,,,,
,Dry wall gardening,ಒಣಗೋಡೆ ತೋಟದ ಕೃಷಿ,,,,,,,,,
,Dry wine,ಸಕ್ಕರೆ ಅಂಶವಿಲ್ಲದ ದ್ರಾಕ್ಷಾರಸ,,,,,,,,,
,Dryland Horticulture,"ಒಣಪ್ರದೇಶ / ಕುಷ್ಕಿ ತೋಟಗಾರಿಕೆ, ಮಳೆ ಆಧಾರಿತ ತೋಟಗಾರಿಕೆ",,,,,,,,,
,Dryrot (neck or root rota vascular disease),ಒಣ ಕೊಳೆ (ಕುತ್ತಿಗೆ ಅಥವಾ ಬೇರು ಕೊಳೆ - ಒಂದು ಬಗೆಯ ನಾಳರೋಗ),,,,,,,,,
,Duck foot rooting,"ತಂತುಬೇರು, ತೊಡಕುಬೇರು",,,,,,,,,
,"Dun grass (Doobgrass, hariyali grass)","ಕರ್ಕೆರಿಹಲ್ಲು, ಹರಿಯಾಳ, ಗರಿಕೆಹುಲ್ಲು",,,,,,,,,
,Dunnage,ಕೆಡದಂತೆ ಸಂರಕ್ಷಿಸಲು ಹಣ್ಣುಗಳ ನಡುವೆ ಸೇರಿಸುವ ತುಂಬು ವಸ್ತು,,,,,,,,,
,Durian,ಡೂರಿಯನ್ ಹಣ್ಣು,,,,,,,,,
,Dusting,"ಧೂಳೀಕರಣ, ಧೂಳಿಸುವುದು",,,,,,,,,
,Dwarapudi,ಸಪೋಟದಲ್ಲಿನ ದ್ವಾರಾಪುಡಿ ತಳಿ,,,,,,,,,
,Dwarf banana,"ಗುಜ್ಜುಬಾಳೆ, ಗಿಡ್ಡಬಾಳೆ",,,,,,,,,
,Dwarf mauritius,ಮಾರಿಷಸ್ ನ ಗುಜ್ಜು ತಳಿ,,,,,,,,,
,Dwarf type,ಕುಬ್ಜು / ಗಿಡ್ಡ / ಕುಳ್ಳು ಬಗೆ,,,,,,,,,
,Dwarfed,"ಕುಬ್ಜಗೊಳಿಸಿದ, ಕುಳ್ಳಗಿರುವಂತೆ ಮಾಡಿದ",,,,,,,,,
,Dwarfing of plants,ಸಸ್ಯಗಳನ್ನು ಗುಜ್ಜುಗೊಳಿಸುವಿಕೆ,,,,,,,,,
,Eardrops,ಬುಗುಡಿಹೂವು,,,,,,,,,
,Early blight,ಬೇಗ ಕಾಣಿಸಿಕೊಳ್ಳುವ ಅಂಗಮಾರಿರೋಗ,,,,,,,,,
,Earth worm,"ಮಣ್ಣು ಹುಳು, ಎರೆಹುಳು",,,,,,,,,
,Earthing up,ಗಿಡಗಳ ಬುಡಕ್ಕೆ ಮಣ್ಣು ಏರಿಸುವಿಕೆ,,,,,,,,,
,Earthworm castings,ಎರೆಹುಳು ಗೊಬ್ಬರ,,,,,,,,,
,Ease hardenings,ಹೊರಪದರ ಗಟ್ಟಿಯಾಗುವಿಕೆ,,,,,,,,,
,East Indian Arrowroot,"ಕೂವೆಗಿಡ, ಅರೋರೂಟ್",,,,,,,,,
,East Indian Lotus,"ಬಿಳಿ ನೈದಿಲೆ, ಬೆಳ್ದಾವರೆ",,,,,,,,,
,East Indian Star Apple,"ಅಲೆ, ಜೋಕಳಿ",,,,,,,,,
,Easterlily,ಈಸ್ಟರ್ ಲಿಲಿಹೂವು,,,,,,,,,
,Ebony,"ಕರಿಮರ, ಎಬೊನಿಮರ, ಕರೇಕುಂಚರ, ಮಲ್ಲಾಳಿ, ಭಾಲೆಮರ",,,,,,,,,
,Ecotype,ಪರಿಸರೀಯ ಬಗೆ,,,,,,,,,
,Eczema,"ಕಜ್ಜಿ, ಇಸಬು, ಕರಪಾಣಿ",,,,,,,,,
,Edachur,ಎರಡು - ಮೂರು ಉದ್ದಸೀಳಿಕೆ ನಂತರ ಎರಡು - ಮೂರು ಅಡ್ಡಸೀಳಿಕೆ ಮಾಡಿದ ಅಡಕೆ,,,,,,,,,
,Edging,"ಅಂಚು ಕಟ್ಟಿಕೆ (ಹೂಪಾತಿ, ಹುಲ್ಲುಹಾಸು, ಕಾಲುದಾರಿ ಇತ್ಯಾದಿ)",,,,,,,,,
,Edible canna,"ತಿನ್ನಬಹುದಾದ ಕಾಬಾಳೆ / ಕ್ಯಾನ, ತಿನ್ನಲು ಸೂಕ್ತವಿರುವ ಕಾಬಾಳೆ",,,,,,,,,
,Edible fruits,ತಿನ್ನಲು ಸೂಕ್ತವಿರುವ ಹಣ್ಣುಗಳು,,,,,,,,,
,Eeel worm,"ಜಂತುಹುಳು, ಈಲ್ ಹುಳು",,,,,,,,,
,Egg,"ಮೊಟ್ಟೆ, ಅಂಡ, ತತ್ತಿ",,,,,,,,,
,Egg plant (Brinjal),ಬದನೆ ಗಿಡ,,,,,,,,,
,Egyptian Lotus (Indian blue waterlily),"ನೀಲತಾವರೆ, ಕನ್ನೈದಿಲೆ",,,,,,,,,
,Egyptian privet,ಗೋರಂಟಿ,,,,,,,,,
,Electron dense part,ವಿದ್ಯುತ್ ದಟ್ಟ ಪ್ರದೇಶ,,,,,,,,,
,Electron transparent,ವಿದ್ಯುತ್ ಪಾರದರ್ಶಕ,,,,,,,,,
,Elemi,ವಾಣಿಜ್ಯ ಪ್ರಾಮುಖ್ಯತೆಯುಳ್ಳ ಅನೇಕ ರಾಳ ಉತ್ಪನ್ನಗಳ ಸಮಷ್ಠಿನಾಮ,,,,,,,,,
,Elephant apple (wood apple),"ಬೇಲ, ಬಿಲ್ವಾರ, ಕಪಿತ್ಥ, ಬೆಳವಲ, ದಧಿಫಲ",,,,,,,,,
,Elephant beetle,ಆನೆದುಂಬಿ,,,,,,,,,
,Elephant creeper,"ಚಂದ್ರಪಾದ, ಸಮುದ್ರಬಳ್ಳಿ, ಸಮುದ್ರಹಾಲೆ, ಸಮುದ್ರ ಹಾಲುಬಳ್ಳಿ",,,,,,,,,
,Elephant grass,"ದಪ್ಪ ನೇಪಿಯರ್ ಹುಲ್ಲು, ಆನೆಹುಲ್ಲು",,,,,,,,,
,Elephant yam,"ಕಂದಗೆಡ್ಡೆ, ಸುವರ್ಣಗೆಡ್ಡೆ, ಚೂರ್ಣಗೆಡ್ಡೆ",,,,,,,,,
,Elleptical,ಅಂಡವೃತ್ತಾಕಾರ,,,,,,,,,
,Ellipsoidal,ದೀರ್ಘವೃತ್ತಾಕಾರದ,,,,,,,,,
,Elongate,"ಉದ್ದನಾಗುವುದು, ನೀಳಾಕಾರದ",,,,,,,,,
,Elyptra,ಗಡುಸು ರೆಕ್ಕೆ,,,,,,,,,
,Elysian Isle,ಸರೋವರ - ದ್ವೀಪ,,,,,,,,,
,Emasculation,"ಪುಂಸತ್ವ ಕಳೆಯುವಿಕೆ, ಗಂಡುಹೂಗಳನ್ನು ತೆಗೆಯುವಿಕೆ",,,,,,,,,
,Embelic,"ಅಮಲಕ, ಬೆಟ್ಟದ ನೆಲ್ಲಿ",,,,,,,,,
,Embelic myrobalan,"ಅಮಲಕ, ಬೆಟ್ಟದ ನೆಲ್ಲಿ, ದೊಡ್ಡನೆಲ್ಲಿಕಾಯಿ",,,,,,,,,
,Embryo,ಭ್ರೂಣ,,,,,,,,,
,Embryo abortion,"ಭ್ರೂಣ ನಾಶ / ಕ್ಷಯ, ಗರ್ಭಪಾತ",,,,,,,,,
,Embryo culture,ಭ್ರೂಣ ಸಾಕಣೆ (ಬೇರ್ಪಡಿಸಿದ ಭ್ರೂಣಗಳನ್ನು ಪೋಷಕಾಂಶ ಮಾಧ್ಯಮದಲ್ಲಿ ಸಸಿಗಳಾಗಿ ಬೆಳೆಸುವಿಕೆ),,,,,,,,,
,Embryo dormancy,ಭ್ರೂಣ ಸುಪ್ತಾವಸ್ತೆ,,,,,,,,,
,Embryo sac,ಭ್ರೂಣ ಚೀಲ,,,,,,,,,
,Emollient,ಮೃದುಕಾರಕ,,,,,,,,,
,Endive,ಎಂಡೈವ್ ತರಕಾರಿ,,,,,,,,,
,Endo carp,"ಆಂತರಿಕ ಫಲಭಿತ್ತಿ, ಒಳಕವಚ",,,,,,,,,
,Endodermis,"ಒಳಚರ್ಮ, ಒಳಪದರ / ಕವಚ, ಒಣತೊಗಟೆ",,,,,,,,,
,Endogenous,"ಒಳಗಿನಿಂದ ಬೆಳೆಯುತ್ತ ಬರುವ, ಅಂತರ್ ಜಾತ",,,,,,,,,
,Endosperm,"ಭ್ರೂಣಾಹಾರ, ಬೀಜಾಂತಸ್ಸಾರ",,,,,,,,,
,English gardens,ಇಂಗ್ಲೀಷ್ ಶೈಲಿಯ ತೋಟಗಳು,,,,,,,,,
,Entomophilous,ಕೀಟಗಳ ನೆರವಿನಿಂದ ಪರಾಗಸ್ಪರ್ಶಗೊಳ್ಳುವ,,,,,,,,,
,Enzyme,ಕಿಣ್ವ,,,,,,,,,
,Enzyme kinetics,ಕಿಣ್ವ ಕ್ರಿಯಾತತ್ವ,,,,,,,,,
,Epicart,ಹೊರಕವಚ,,,,,,,,,
,Epicotyl,ಬೀಜದಳಗಳ ಮೇಲಿನ ಕಾಂಡಭಾಗ,,,,,,,,,
,Epicotyl graft,ಓಟೆ ಕಸಿ,,,,,,,,,
,Epidemiology,ಸಾಂಕ್ರಾಮಿಕ ರೋಗಶಾಸ್ತ್ರ,,,,,,,,,
,Epidermis,"ಹೊರಚರ್ಮ, ತೊಗಟೆ",,,,,,,,,
,Epigeal,ಭೂಮಿಯ ಮೇಲಿನ,,,,,,,,,
,Epigeous germination,ಭೂಮಿಯ ಮೇಲಿನ ಮೊಳಕೆ,,,,,,,,,
,Epilachna,ಗುಲಗಂಜಿಹುಳು,,,,,,,,,
,Epiphyte,"ಅಪ್ಪು ಸಸ್ಯ, ಅಧಿಪಾದಪ",,,,,,,,,
,Epistasis,1. ಅಧಿರೋಹಣ 2. ಮುರಸು ಗುಣ,,,,,,,,,
,Eradication,"ನಿರ್ಮೂಲನೆ, ಸೋಂಕನ್ನು ತೊಳೆದುಹಾಕುವುದು",,,,,,,,,
,Erazel,"ಅಡ್ಡಗಲ ತೆಳುವಾಗಿ ಕತ್ತರಿಸಿ, ಬೇಯಿಸಿ ಕಾಲಿ ಬಣ್ಣ ಕಟ್ಟಿ ಒಣಗಿಸಿದ ಹಸುರಡಕೆ",,,,,,,,,
,Erosion,ಕೊಚ್ಚಣೆ,,,,,,,,,
,Erratic flowering,ಅನಿಶ್ಚಿತ ಹೂಬಿಡುವಿಕೆ,,,,,,,,,
,Espaliers,ಕಾರ್ಡನ್ ಕ್ರಮದಲ್ಲಿ ಸವರಿ ಮರಗಳಿಗೆ ನಿರ್ದಿಷ್ಟ ಆಕಾರ ಕೊಡುವಿಕೆ,,,,,,,,,
,Essence,ಸಾರ,,,,,,,,,
,Essential elements,ಅಗತ್ಯ ಪೋಷಕಗಳು,,,,,,,,,
,Essential oil,ಸುಗಂಧ ತೈಲ,,,,,,,,,
,Etagen type,ಬೆಳಕು ನಿಷೇಧಿಸಿ ಕತ್ತಲಲ್ಲಿ ಬೆಳೆಸುವ ಬಗೆ,,,,,,,,,
,Etiolation,"ಬಿಳಿಚಿಕೆ ವಿಧಾನ, ವಿವರ್ಣಗೊಳಿಸುವ ವಿಧಾನ, ಬೆಳಕು ಸಿಗದಂತೆ ಮಾಡುವುದು",,,,,,,,,
,Etiology,"ಹೇತು ವಿಜ್ಞಾನ, ಕಾರಣ ತಿಳಿಯುವುದು",,,,,,,,,
,Eucalyptus,ನೀಲಗಿರಿಮರ,,,,,,,,,
,Eugenic,ಉತ್ತಮ ಸಂತಾನಶಾಸ್ತ್ರ,,,,,,,,,
,European corn borer,ಯೂರೋಪಿಯನ್ ಮುಸುಕಿನ ಜೋಳದ ಕೊರಕ,,,,,,,,,
,European filbert,ವಿಲಾಯಿತಿ ಬಾದಾಮಿ,,,,,,,,,
,European myrtle tree,ಆಡುವ ಮರ,,,,,,,,,
,European plum,ಪ್ಲಮ್ ಹಣ್ಣಿನ ಒಂದು ತಳಿ,,,,,,,,,
,Evaporate,ಆವಿಯಾಗು,,,,,,,,,
,Evergreen,"ನಿತ್ಯಹಸುರಿನ, ನಿತ್ಯ ಹರಿದ್ವರ್ಣದ",,,,,,,,,
,Evergreen cuttings,ನಿತ್ಯ ಹಸುರು ಗಿಡಗಳ ಕಸಿತುಂಡುಗಳು,,,,,,,,,
,Eve's apron,ಈವ್ಸ್ ಏಪ್ರನ್ (ಉದ್ಯಾನ ವೃಕ್ಷ),,,,,,,,,
,Exalbuminous seed,ಭ್ರೂಣಾಹಾರರಹಿತ ಬೀಜ,,,,,,,,,
,Excised embryo test,"ಕತ್ತರಿಸಿದ ಭ್ರೂಣ ಪರೀಕ್ಷೆ, ಬೀಜ ಛೇಧನ, ಭ್ರೂಣ ಪರೀಕ್ಷೆ, ಹೊರತೆಗೆದ ಭ್ರೂಣದ ಪರೀಕ್ಷೆ",,,,,,,,,
,Excised leaf method of grafting,"ಕತ್ತರಿಸಿದ ಎಲೆ ಕಸಿವಿಧಾನ, ಎಲೆ ಕತ್ತರಿಸಿ ಕಸಿಮಾಡುವ ವಿಧಾನ",,,,,,,,,
,Excretory pore,ವಿಸರ್ಜನಾ ರಂಧ್ರ,,,,,,,,,
,Exhausting,ಖಾಲಿ / ಬರಿದುಮಾಡುವಿಕೆ,,,,,,,,,
,Exhausting of cans,ಡಬ್ಬಿಗಳಲ್ಲಿನ ಗಾಳಿಯನ್ನು ಹೊರದೂಡುವುದು,,,,,,,,,
,Exocarp,ಬಾಹ್ಯ ಫಲಭಿತ್ತಿ,,,,,,,,,
,Exocortis,ಕಿತ್ತಳೆಗೆ ಬರುವ ಒಂದು ಬಗೆಯ ವೈರಸ್ ರೋಗ,,,,,,,,,
,Exotic fruit,"ವಿದೇಶೀಹಣ್ಣು, ಹೊರದೇಶದ ಹಣ್ಣು",,,,,,,,,
,Exotic plants,"ಹೊರಗಿನಿಂದ ತಂದು ಬೆಳೆಸಿದ ಗಿಡಗಳು, ವಿದೇಶಿಸಸ್ಯಗಳು",,,,,,,,,
,Export market,ರಫ್ತು ಮಾರುಕಟ್ಟೆ,,,,,,,,,
,External application,ಹೊರ ಲೇಪನ,,,,,,,,,
,External dormancy,ಬಾಹ್ಯ ಸುಪ್ತಾವಸ್ಥೆ,,,,,,,,,
,Extraction,ಸಾರ ತೆಗೆಯುವಿಕೆ,,,,,,,,,
,Exudation,"ಸೋರಿಕೆ, ಸ್ರವಣ",,,,,,,,,
,Eye,ಚಿಗುರುಕಣ್ಣು (ಆಲುೂಗೆಡ್ಡೆ),,,,,,,,,
,Eye ball tree,ಲೊಂಗನ್ ಹಣ್ಣು ಮರ,,,,,,,,,
,Eye scales,ಮೊಗ್ಗಿನ ಸುತ್ತ ಇರುವ ರಕ್ಷಾಪತ್ರಗಳು,,,,,,,,,
,F1 generation,F1 ಸಂತತಿ (ಸಂಕರಣದಿಂದ ಹುಟ್ಟಿದ ಮೊದಲ ತಲೆಮಾರು),,,,,,,,,
,Faciation,ಸಸ್ಯಕಾಂಡ ವಿಕಾರ ಬೆಳವಣಿಗೆ ರೋಗ (ಬ್ಯಾಕ್ಟೀರಿಯಾ ಮೂಲ),,,,,,,,,
,Fairy ring rot,ಅಪ್ಸರ ಉಂಗುರ ಚುಕ್ಕೆ ಎಲೆರೋಗ (ಶಿಲೀಂಧ್ರ ರೋಗ),,,,,,,,,
,Fallowing,"ಬೀಡುಬಿಡು, ಪಡಬಿಡು",,,,,,,,,
,Falsa,ಫಾಲ್ಸ ಹಣ್ಣು,,,,,,,,,
,False cardamom,ಹುಸಿಏಲಕ್ಕಿ,,,,,,,,,
,False columba (tree turmeric),"ದೊಡ್ಡ ಮರದರಿಸಿನ, ವೇಣೀವೇಲ, ಮರಮಂಜುಳ",,,,,,,,,
,False smut,ಹುಸಿ ಕಾಡಿಗೆರೋಗ,,,,,,,,,
,Fan leaved virus,ಬೀಸಣಿಗೆಯಂತಹ ಎಲೆಗಳನ್ನುಂಟುಮಾಡುವ ವೈರೆಸ್ ರೋಗ (ದ್ರಾಕ್ಷಿ),,,,,,,,,
,Farinaceous,"ಹಿಟ್ಟಿನಂತಹ, ಪಿಷ್ಟವಿರುವ",,,,,,,,,
,Farm pond,ಫಾರ್ಮ್ ಹೊಂಡ,,,,,,,,,
,Farmyard manure,"ಕೊಟ್ಟಿಗೆ ಗೊಬ್ಬರ, ತಿಪ್ಪೆಗೊಬ್ಬರ, ದನದ ಗೊಬ್ಬರ",,,,,,,,,
,Fasciated pistil,ಒಕ್ಕೂಡಿದ ಸ್ತ್ರೈಣಾಂಗ,,,,,,,,,
,Fasciation (Multipal crown),ಕಲಶಭಾಗ ಜಡೆಗಟ್ಟಿ ಕವಲೊಡೆಯುವಿಕೆ (ಅನಾನಸು),,,,,,,,,
,Feather palm (Talipot palm),"ಓಲೆಗರಿಮರ, ಬೀಸಣಿಗೆಮರ, ಶ್ರೀತಾಳೆ, ಬೈನಿ ಓಟೆ ಮರ, ಸಣ್ಣೀಚಲು",,,,,,,,,
,Febrifuge,ಜ್ವರನಿವಾರಕ,,,,,,,,,
,Feeder roots,ಪೋಷಕ ಬೇರುಗಳು,,,,,,,,,
,Feeder roots (Root hairs),ಬೇರು ರೋಮಗಳು,,,,,,,,,
,Feeding & Watering,ಗೊಬ್ಬರ ಮತ್ತು ನೀರು ಕೊಡುವುದು,,,,,,,,,
,Feijoa (a wild fruit),"ಸೀಬೆ ಜಾತಿಯ ಒಂದು ಬಗೆಯ ವನ್ಯ ಹಣ್ಣು, ಫಿಜೋವಹಣ್ಣು / ಸೀಬೆ",,,,,,,,,
,Felt disease,ಜಡೆಗಟ್ಟುವ ರೋಗ,,,,,,,,,
,Female sterile,"ಹೆಣ್ಣು ಬಂಜೆತನ, ಹೆಣ್ಣು ಗೊಡ್ಡುತನ",,,,,,,,,
,Fence,ಬೇಲಿ,,,,,,,,,
,Fencing,"ಬೇಲಿ ಹಾಕುವಿಕೆ, ಬೇಲಿಯ ನಿರ್ಮಾಣ",,,,,,,,,
,Fennel,"ಬಡೇಸೋಂಪು, ಕೊತ್ತುಂಬರಿ ಜಾತಿಯ ಸೊಪ್ಪು",,,,,,,,,
,Fennel seeds,"ಸೋಂಪುಬೀಜ, ದೊಡ್ಡ ಜೀರಿಗೆ, ಕೃಷ್ಣಜೀರಿಗೆ",,,,,,,,,
,Fenugreek,ಮೆಂತ್ಯ,,,,,,,,,
,Fenugreek leaves,ಮೆಂತ್ಯದ ಸೊಪ್ಪು,,,,,,,,,
,Fermentation,ಹುದುಗುವಿಕೆ,,,,,,,,,
,Fermented arecanut (neetadakka),ಹುಳಿಬರಿಸಿದ / ಹುದುಗುಗೊಂಡ ಅಡಿಕೆ,,,,,,,,,
,Fermented leaf,"ಹುದುಗುಗೊಂಡ ಎಲೆ, ಹುಳಿಬರಿಸಿದ ಎಲೆ",,,,,,,,,
,Fern,ಜರೀ ಸಸ್ಯ,,,,,,,,,
,Fern leaved tree,"ಜರೀ ಎಲೆಯುಳ್ಳ ಮರ, ಫರ್ನ್ ಎಲೆಮರ (ಆಕರ್ಷಕ ಎಲೆಘಲ ಅಲಂಕಾರಿಕ ವೃಕ್ಷ)",,,,,,,,,
,Fernery (Conservatory),"ಜರೀ ಸಸ್ಯವಾಟಿಕೆ, ಜರೀಗಿಡಗಳನ್ನು ಬೆಳೆಸುವ ಸ್ಥಳ (ಗಾಜಿನ ಮನೆ)",,,,,,,,,
,Fertigation,ಬೆಳೆಗಳಿಗೆ ನೀರಿನೊಂದಿಗೆ ರಸಗೊಬ್ಬರ ಕೊಡುವುದು,,,,,,,,,
,Fertilization,ಗರ್ಭದಾನ / ಗರ್ಭಧರಿಸುವಿಕೆ,,,,,,,,,
,Fertilizers,"ರಾಸಾಯನಿಕ ಗೊಬ್ಬರಗಳು, ರಸಗೊಬ್ಬರಗಳು",,,,,,,,,
,Fevernut (Molueca bean),"ಗೆಜ್ಜಿಗೆಬಳ್ಳಿ, ಗಜ್ಜಿಗೆಕಾಯಿ, ಗಾಜುಕಾಯಿ",,,,,,,,,
,Fibre board cartons,"ನಾರು ಹಲಗೆಗಳಿಂದ ಮಾಡಿದ ತುಂಬುವ ಪೆಟ್ಟಿಗೆಗಳು, ರಟ್ಟಿನ ಪೆಟ್ಟಿಗೆಗಳು",,,,,,,,,
,Fibre glass pool,ಫೈಬರ್ ಗ್ಲಾಸ್ ಕೊಳ,,,,,,,,,
,Fibrous,"ತಂತುಯುತ, ನಾರಿನಿಂದ ಕೂಡಿದ",,,,,,,,,
,Fibrous root,"ತಂತುಬೇರು, ಜಲ್ಲಿಬೇರು",,,,,,,,,
,Fibrovascular tissue,ತಂತುನಾಳ ಊತಕ,,,,,,,,,
,Field capacity,ಕ್ಷೇತ್ರ ಸಾಮರ್ಥ್ಯ,,,,,,,,,
,Fieldbind weed,"ಹಸುರಾಣಿಬಳ್ಳಿ, ಭೂಚಕ್ರಬಳ್ಳಿ, ನರಂಜಿ ಬಳ್ಳಿ",,,,,,,,,
,Fig,ಅಂಜೂರ,,,,,,,,,
,Fig rust,ಅಂಜೂರದ ತುಕ್ಕುರೋಗ,,,,,,,,,
,Fig varieties,ಅಂಜೂರದ ತಳಿಗಳು,,,,,,,,,
,Filament,"ಕೇಸರದಂಡ, ಪರಾಗನಳಿಕೆ, ಕೇಸರತಂತು",,,,,,,,,
,Filbert,"ಹೇಜಲಮರ, ಫಿಲ್ಬರ್ಟ್ ಮರ",,,,,,,,,
,Filial corms,"ಮರಿಕಂದು, ಮರಿಗೆಡ್ಡೆ",,,,,,,,,
,Filiform,"ತಂತುರೂಪ, ಸಣ್ಣ ಎಳೆಗಳಂತಹ",,,,,,,,,
,Filler or catch crop,ಪೂರಕ ಬೆಳೆ,,,,,,,,,
,Fillers,ಪೂರಕಗಳು,,,,,,,,,
,Film,ಸೂಕ್ಷ್ಮ / ತೆಳ್ಳನೆಯ ಪೊರೆ,,,,,,,,,
