ಆಡಳಿತಾತ್ಮಕ ಪದ (Administrative Word),ಇಂಗ್ಲೀಷ್ ಅರ್ಥ (English Meaning),ಇಂಗ್ಲೀಷ್ ಪದ (English Word),ಇಲಾಖೆ (Department),ಕನ್ನಡ ಅರ್ಥ (Kannada Meaning),ಕನ್ನಡ ಉಚ್ಚಾರಣೆ (Kannada Pronunciation),ಕನ್ನಡ ಪದ (Kannada Word),ದೀರ್ಘ ವಿವರಣೆ (Long Description),ಪರ್ಯಾಯ ಪದ (Synonyms),ವಿಷಯ ವರ್ಗೀಕರಣ (Subject),ವ್ಯಾಕರಣ ವಿಶೇಷ (Grammer),ಸಂಕ್ಷಿಪ್ತ ವಿವರಣೆ (Short Description)
,,Savings bank (S.B.) accounts of post office,,ಅಂಚೆ ಕಚೇರಿಯ ಉಳಿತಾಯ ಬ್ಯಾಂಕ್‌ (ಉ. ಬ್ಯಾಂ),,,,,,,
,,Savings bank branch,,ಉಳಿತಾಯ ಬ್ಯಾಂಕ್‌ ಶಾಖೆ,,,,,,,
,,Savings certificate,,ಉಳಿತಾಯ ಪ್ರಮಾಣಪತ್ರ,,,,,,,
,,Savings certificate rules,,ಉಳಿತಾಯ ಪ್ರಮಾಣಪತ್ರ ನಿಯಮಗಳು,,,,,,,
,,Savings fund,,ಉಳಿತಾಯ ನಿಧಿ,,,,,,,
,,Savings group,,ಉಳಿತಾಯ ಗುಂಪು,,,,,,,
,,Savings schemes schedule,,ಉಳಿತಾಯ ಕಾರ್ಯಯೋಜನೆಗಳು,,,,,,,
,,Schedule,,ಅನುಸೂಚಿ; ವಿವರಪಟ್ಟಿ,,,,,,,
,,Scheduled bank,,ಅನುಸೂಚಿತ ಬ್ಯಾಂಕು,,,,,,,
,,Scheduled commercial bank,,ಅನುಸೂಚಿತ ವಾಣಿಜ್ಯ ಬ್ಯಾಂಕು,,,,,,,
,,Schedule of deduction,,ಮುರುಗಡೆಯ ಅನುಸೂಚಿ,,,,,,,
,,Scheme for self-employed persons,,ಸ್ವಯಂ ಉದ್ಯೋಗಿ ವ್ಯಕ್ತಿಗಳಿಗಾಗಿ ಕಾರ್ಯಯೋಜನೆ,,,,,,,
,,Scheme of attraction and popularity,,ಆಕರ್ಷಣೆ ಮತ್ತು ಜನಪ್ರಿಯತೆಯ ಕಾರ್ಯಯೋಜನೆ,,,,,,,
,,Scrutiny and remarks,,ಪರಿಶೀಲನೆ ಮತ್ತು ಷರಾ,,,,,,,
,,Seasonal fall,,ಕಾಲಿಕ ಅವನತಿ,,,,,,,
,,Secret code list,,ಗುಪ್ತಸಂಕೇತ ಪಟ್ಟಿ,,,,,,,
,,Security,,ಭದ್ರತೆ,,,,,,,
,,Security arrangements,,ಭದ್ರತಾ ವ್ಯವಸ್ಥೆಗಳು,,,,,,,
,,Security deposit,,ಭದ್ರತಾ ಠೇವಣಿ,,,,,,,
,,Security for advances,,ಮುಂಗಡಗಳಿಗಾಗಿ ಜಾಮೀನು,,,,,,,
,,Seizable amount,,ವಶಪಡಿಸಿಕೊಳ್ಳಬಹುದಾದ ಮೊತ್ತ,,,,,,,
,,Self-financing,,ಸ್ವಯಂ ಹಣ ಒದಗಿಸುವಿಕೆ,,,,,,,
,,Self-supporting,,ಸ್ವಾವಲಂಬಿ,,,,,,,
,,Sellers' association,,ಮಾರಾಟಗಾರರ ಸಂಘ,,,,,,,
,,Selling centres,,ಮಾರಾಟದ ಕೇಂದ್ರಗಳು,,,,,,,
,,Selling stall,,ಮಾರಾಟದ ಅಂಗಡಿ,,,,,,,
,,Serial numbers,,ಕ್ರಮಸಂಖ್ಯೆಗಳು,,,,,,,
,,Service at door,,ಬಾಗಿಲಲ್ಲಿ ಸೇವೆ,,,,,,,
,,Service charges,,ಸೇವಾವೆಚ್ಚಗಳು,,,,,,,
,,Service organisation,,ಸೇವಾಸಂಸ್ಥೆ,,,,,,,
,,Settling the claims,,ಹಕ್ಕು ಸಾಧನೆಗಳನ್ನು ಇತ್ಯರ್ಥ ಮಾಡುವುದು,,,,,,,
,,Share-holder,,ಷೇರುದಾರ,,,,,,,
,,Shares,,ಷೇರುಗಳು; ಬಂಡವಾಳ ಪಾಲುಗಳು,,,,,,,
,,Short-term contract,,ಅಲ್ಪಾವಧಿಯ ಕರಾರು,,,,,,,
,,Short-time deposit scheme,,ಅಲ್ಪಕಾಲಿಕ ಠೇವಣಿ ಕಾರ್ಯಯೋಜನೆ,,,,,,,
,,Show-box,,ಪ್ರದರ್ಶನ ಪೆಟ್ಟಿಗೆ,,,,,,,
,,Simple interest,,ಸರಳ ಬಡ್ಡಿ,,,,,,,
,,Single account,,ಒಂಟಿಖಾತೆ,,,,,,,
,,Single holder,,ಏಕೈಕ ಧಾರಕ,,,,,,,
,,Single holder type certificates,,ಏಕೈಕ ಧಾರಕ ಮಾದರಿ ಪ್ರಮಾಣ ಪತ್ರಗಳು,,,,,,,
,,Slide,,ಸ್ಲೈಡು; ಚಿತ್ರಫಲಕ,,,,,,,
,,Slides in Kannada and English,,ಕನ್ನಡ ಮತ್ತು ಇಂಗ್ಲಿಷ್‌ನಲ್ಲಿ ಸ್ಲೈಡುಗಳು,,,,,,,
,,Small investors,,ಸಣ್ಣ ಹೂಡಿಕೆದಾರರು,,,,,,,
,,Small level sellers,,ಸಣ್ಣ ಪ್ರಮಾಣದ ಮಾರಾಟಗಾರರು,,,,,,,
,,Small savings,,ಸಣ್ಣ ಉಳಿತಾಯ,,,,,,,
,,Small savings advisory committee,,ಸಣ್ಣ ಉಳಿತಾಯ ಸಲಹಾ ಸಮಿತಿ,,,,,,,
,,Small savings agency,,ಸಣ್ಣ ಉಳಿತಾಯ ಏಜೆನ್ಸಿ,,,,,,,
,,Small savings authority,,ಸಣ್ಣ ಉಳಿತಾಯ ಪ್ರಾಧಿಕಾರ / ಅಧಿಕಾರ,,,,,,,
,,Small savings certificates,,ಸಣ್ಣ ಉಳಿತಾಯ ಪ್ರಮಾಣ ಪತ್ರಗಳು,,,,,,,
,,Small savings collections,,ಸಣ್ಣ ಉಳಿತಾಯ ಸಂಗ್ರಹಣೆಗಳು,,,,,,,
,,Small savings schemes,,ಸಣ್ಣ ಉಳಿತಾಯ ಕಾರ್ಯಯೋಜನೆಗಳು,,,,,,,
,,Small savings sections,,ಸಣ್ಣ ಉಳಿತಾಯ ವಿಭಾಗಗಳು,,,,,,,
,,Small savings unit,,ಸಣ್ಣ ಉಳಿತಾಯ ಘಟಕ,,,,,,,
,,Smirch,,ಬಣ್ಣಗೆಡಿಸು; ಚಿತ್ತುಮಾಡು,,,,,,,
,,Sole,,ಏಕೈಕ; ಅನನ್ಯ,,,,,,,
,,Sole agency system,,ಏಕೈಕ ಏಜೆನ್ಸಿ ಪದ್ಧತಿ,,,,,,,
,,Source of finance,,ಹಣಕಾಸಿನ ಮೂಲ,,,,,,,
,,Special attractive points,,ವಿಶೇಷ ಆಕರ್ಷಕ ಅಂಶಗಳು,,,,,,,
,,Special campaign,,ವಿಶೇಷ ಆಂದೋಲನ,,,,,,,
,,Special concession,,ವಿಶೇಷ ರಿಯಾಯಿತಿ,,,,,,,
,,Special deposit scheme,,ವಿಶೇಷ ಠೇವಣಿ ಕಾರ್ಯಯೋಜನೆ,,,,,,,
,,Special feature of accounts,,ಲೆಕ್ಕಪತ್ರಗಳ ವಿಶೇಷ ಲಕ್ಷಣಗಳು,,,,,,,
,,Special sale,,ವಿಶೇಷ ಮಾರಾಟ,,,,,,,
,,Special sanction,,ವಿಶೇಷ ಮಂಜೂರಾತಿ,,,,,,,
,,Specific condition,,ನಿರ್ದಿಷ್ಟ ಷರತ್ತು,,,,,,,
,,Specified period,,ನಿರ್ದಿಷ್ಟಪಡಿಸಿದ ಅವಧಿ,,,,,,,
,,Specimen forms,,ಮಾದರಿ ನಮೂನೆಗಳು,,,,,,,
,,Specimen signature,,ಮಾದರಿ ಸಹಿ,,,,,,,
,,Spiralling prices,,ಏರುತ್ತಿರುವ ಬೆಲೆಗಳು,,,,,,,
,,Spoilt sheets,,ಹಾಳಾದ ಹಾಳೆಗಳು,,,,,,,
,,Stamped indemnity bond,,ಮುದ್ರಾಂಕಿತ ನಷ್ಟ ಭರ್ತಿ ಪತ್ರ,,,,,,,
,,Stamp(ed) paper of requisite value,,ಅಗತ್ಯ ಮೌಲ್ಯದ ಮುದ್ರಾಂಕಿತ ಕಾಗದ,,,,,,,
,,Standard,,ಮಾನಕ; ಪ್ರಮಾಣ,,,,,,,
,,Standardize,,ಮಾನಕೀಕರಿಸು; ಪ್ರಮಾಣ ಭೂತವಾಗಿ ಮಾಡು,,,,,,,
,,Standardized agency system,,ಮಾನಕೀಕೃತ ಏಜನ್ಸಿ ಪದ್ಧತಿ,,,,,,,
,,State advisory board of small savings,,ಸಣ್ಣ ಉಳಿತಾಯದ ರಾಜ್ಯ ಸಲಹಾ ಮಂಡಳಿ,,,,,,,
,,State exchequer,,ರಾಜ್ಯ ಬೊಕ್ಕಸ,,,,,,,
,,State gazette,,ರಾಜ್ಯಪತ್ರ,,,,,,,
,,Stale government securities,,ರಾಜ್ಯ ಸರ್ಕಾರದ ಭದ್ರತೆಗಳು,,,,,,,
,,State level unity board’s meeting,,ರಾಜ್ಯಮಟ್ಟದ ಏಕತಾ ಮಂಡಳಿಯ ಸಭೆ,,,,,,,
,,State-owned establishment,,ರಾಜ್ಯಸ್ವಾಮ್ಯದ ಸಂಸ್ಥೆ,,,,,,,
,,Statistics,,ಅ೦ಕಿ ಅಂಶಗಳು,,,,,,,
,,Status quo,,ಯಥಾಸ್ಥಿತಿ,,,,,,,
,,Stay order,,ತಡೆಯಾಜ್ಞೆ,,,,,,,
,,Stipulated conditions,,ವಿಧಿಸಿದ ಷರತ್ತುಗಳು,,,,,,,
,,Stockist,,ದಾಸ್ತಾನುಗಾರ,,,,,,,
,,Stockists’ service charge,,ದಾಸ್ತಾನುಗಾರರ ಸೇವಾ ವೆಚ್ಚ,,,,,,,
,,Stock of certificates,,ಪ್ರಮಾಣ ಪತ್ರಗಳ ದಾಸ್ತಾನು,,,,,,,
,,Stock register,,ದಾಸ್ತಾನು ರೆಜಿಸ್ಟರು,,,,,,,
,,Sub-agency bonus,,ಉಪ ಏಜನ್ಸಿ ಬೋನಸ್ಸು,,,,,,,
,,Sub-clause,,ಉಪಖಂಡ,,,,,,,
,,Submission of vouchers,,ವೋಚರುಗಳ ಒಪ್ಪಿಸುವಿಕೆ,,,,,,,
,,Sub-postmaster,,ಉಪ ಪೋಸ್ಟ್‌ಮಾಸ್ಟರು,,,,,,,
,,Sub-rule,,ಉಪನಿಯಮ,,,,,,,
,,Sub- savings bank,,ಉಪ ಉಳಿತಾಯ ಬ್ಯಾಂಕು,,,,,,,
,,Subscriber,,ಚ೦ದಾದಾರ,,,,,,,
,,Subscription of members,,ಸದಸ್ಯರ ಚಂದಾ/ ವಂತಿಗೆ,,,,,,,
,,Sub-section,,1. ಉಪಪ್ರಕರಣ 2. ಉಪವಿಭಾಗ,,,,,,,
,,Subsequent amendments,,ತರುವಾಯದ ತಿದ್ದುಪಡಿಗಳು,,,,,,,
,,Subsequent loan,,ತರುವಾಯದ ಸಾಲ,,,,,,,
,,Subsequent reminder,,ತರುವಾಯದ ನೆನಪೋಲೆ,,,,,,,
,,Substantial amount,,ಗಣನಾರ್ಹ ಮೊತ್ತ,,,,,,,
,,Succeeding number,,ತರುವಾಯ ಬರುವ ಸಂಖ್ಯೆ,,,,,,,
,,Succession certificate,,ಉತ್ತರಾಧಿಕಾರ ಪ್ರಮಾಣಪತ್ರ,,,,,,,
,,Successor,,ಉತ್ತಾರಾಧಿಕಾರಿ,,,,,,,
,,Sufficient quorum,,ಸಾಕಷ್ಟು ಕೋರಂ,,,,,,,
,,Suitable indemnity,,ಸೂಕ್ತ ನಷ್ಟಭರ್ತಿ,,,,,,,
,,Superannuation funds,,ವಯೋ ನಿವೃತ್ತಿ ನಿಧಿಗಳು,,,,,,,
,,Superintendent of postal stores depot,,ಅಂಚೆ ದಾಸ್ತಾನು ಮಳಿಗೆಯ ಅಧೀಕ್ಷಕ,,,,,,,
,,Supply of NSC stock,,ರಾ.ಉ ಪ್ರ. ದಾಸ್ತಾನು ಸರಬರಾಜು,,,,,,,
,,Supply of two-digit numbering machines,,ಎರಡು ಅಂಕಿಗಳನ್ನು ಹಾಕುವ ಯಂತ್ರಗಳ ಪೂರೈಕೆ,,,,,,,
,,Supreme court’s judgement,,ಸರ್ವೋಚ್ಚ ನ್ಯಾಯಾಲಯದ ತೀರ್ಪು,,,,,,,
,,Surcharge,,ಸರ್‌ ಚಾರ್ಜ್; ಅಧಿಕರ;ಮೇಲುಕರ,,,,,,,
,,Sureties,,ಜಾಮೀನುಗಳು,,,,,,,
,,Surety and security,,ಜಾಮೀನು ಮತ್ತು ಭದ್ರತೆ,,,,,,,
,,Surplus funds,,ಹೆಚ್ಚುವರಿ ನಿಧಿಗಳು,,,,,,,
,,Surplus money,,ಹೆಚ್ಚುವರಿ ಹಣ,,,,,,,
,,Surrender value,,(ವಿಮಾ)ತ್ಯಾಗದ ಮೌಲ್ಯ; ವಿಮಾ ಪತ್ರದ) ಹಕ್ಕನ್ನು ಬಿಟ್ಟುಕೊಟ್ಟವನಿಗೆ ಕೊಡುವ ಮೊಬಲಗು,,,,,,,
,,Surrender value of national savings certificates,,ರಾಷ್ಟ್ರೀಯ ಉಳಿತಾಯ ಪ್ರಮಾಣ ಪತ್ರಗಳ ಒಪ್ಪಿಸುವಿಕೆಯ ಮೌಲ್ಯ,,,,,,,
,,Survivor,,ಉತ್ತರ ಜೀವಿ; ಬದುಕಿ ಉಳಿದವನು,,,,,,,
,,Survivor certificate,,ಉತ್ತರ ಜೀವಿಯ ಪ್ರಮಾಣಪತ್ರ,,,,,,,
,,Suspension of cancellation of licence,,ಲೈಸೆನ್ಸಿನ ರದ್ದತಿಯನ್ನು ಅಮಾನತ್ತಿನಲ್ಲಿಡುವುದು,,,,,,,
,,Tamper,,ಅಕ್ರಮವಾಗಿ ತಿದ್ದು,,,,,,,
,,Tampering cases,,ಅಕ್ರಮವಾಗಿ ತಿದ್ದಿರುವ ಸಂದರ್ಭಗಳು,,,,,,,
,,Tampering of documents,,ದಸ್ತಾವೇಜುಗಳ ಅಕ್ರಮ ತಿದ್ದುವಿಕೆ,,,,,,,
,,Tape of advertisement,,ಜಾಹೀರಾತಿನ ಟೇಪು,,,,,,,
,,Taxation,,ತೆರಿಗೆ ವಿಧಿಸುವುದು,,,,,,,
,,Tax benefits,,ತೆರಿಗೆ ಲಾಭಗಳು,,,,,,,
,,Tax cell,,ತೆರಿಗೆ ವಿಭಾಗ,,,,,,,
,,Tax deducted at source,,ಮೂಲದಲ್ಲಿ ಮುರಿದುಕೊಂಡ ತೆರಿಗೆ,,,,,,,
,,Tax department,,ತೆರಿಗೆ ಇಲಾಖೆ,,,,,,,
,,Tax exemption,,ತೆರಿಗೆ ವಿನಾಯಿತಿ,,,,,,,
,,Tax-free certificates,,ತೆರಿಗೆ ಮುಕ್ತ ಪ್ರಮಾಣಪತ್ರಗಳು,,,,,,,
,,Tax-free interest,,ತೆರಿಗೆ ಮುಕ್ತ ಬಡ್ಡಿ,,,,,,,
,,Tax liability,,ತೆರಿಗೆ ಬಾಧ್ಯತೆ,,,,,,,
,,Tax savings,,ತೆರಿಗೆ ಉಳಿತಾಯಗಳು,,,,,,,
,,Technical experts,,ತಾಂತ್ರಿಕ ತಜ್ಞರು,,,,,,,
,,Technical flaws or genuineness,,ತಾಂತ್ರಿಕ ದೋಷಗಳು ಯಾ ಶುದ್ಧತೆ,,,,,,,
,,Technical report,,ತಾಂತ್ರಿಕ ವರದಿ,,,,,,,
,,Technical security,,ತಾಂತ್ರಿಕ ಭದ್ರತೆ,,,,,,,
,,Telegraphic message,,ತಂತಿ ಸಂದೇಶ,,,,,,,
,,Teleprinter facilities,,ದೂರ ಮುದ್ರಕ ಸೌಕರ್ಯಗಳು,,,,,,,
,,Tempo of sale,,ಮಾರಾಟದ ಗತಿ,,,,,,,
,,Temporary booths,,ತಾತ್ಕಾಲಿಕ ಬೂತುಗಳು / ಕಟ್ಟೆಗಳು,,,,,,,
,,Temporary phenomena,,ತಾತ್ಕಾಲಿಕ ಘಟನೆಗಳು,,,,,,,
,,Termination of reciprocal arrangements,,ಪರಸ್ಪರ ಒಪ್ಪಂದಗಳ ಮುಕ್ತಾಯ,,,,,,,
,,Term of the committee,,ಸಮಿತಿಯ ಕಾಲಾವಧಿ,,,,,,,
,,Terms and conditions of contracts,,ಕರಾರಿನ ನಿಬಂಧನೆಗಳು ಮತ್ತು ಷರತ್ತುಗಳು,,,,,,,
,,Terms of payment,,ಸಂದಾಯದ ನಿಬಂಧನೆಗಳು,,,,,,,
,,Three-fold tax benefits,,ಮೂರುಪಟ್ಟು ತೆರಿಗೆ ಲಾಭಗಳು,,,,,,,
,,Thumb impression,,ಹೆಬ್ಬೆರಳ ಗುರುತು,,,,,,,
,,Time-barred claim,,ಅವಧಿ ಮೀರಿದ ಹಕ್ಕುಸಾಧನೆ,,,,,,,
,,Time deposit account,,ಕಾಲಿಕ ಠೇವಣಿಯ ಖಾತೆ,,,,,,,
,,Time deposit receipts,,ಕಾಲಿಕ ಠೇವಣಿಯ ಜಮೆಗಳು:,,,,,,,
,,Time deposits,,ಕಾಲಿಕ ಠೇವಣಿಗಳು,,,,,,,
,,Time deposit scheme,,ಕಾಲಿಕ ಠೇವಣಿಯ ಕಾರ್ಯಯೋಜನೆ,,,,,,,
,,Tom across the number,,ಸಂಖ್ಯೆಯ ಮೇಲೆ ಅಡ್ಡವಾಗಿ ಹರಿದ,,,,,,,
,,Tom and re-arranged,,ಹರಿದ ಮತ್ತು ಮರು ಜೋಡಿಸಿದ,,,,,,,
,,Total expenditure,,ಒಟ್ಟು ಖರ್ಚು,,,,,,,
,,Total face value,,ಒಟ್ಟು ಮುಖಬೆಲೆ,,,,,,,
,,Transfer of certificate,,ಪ್ರಮಾಣ ಪತ್ರದ ವರ್ಗಾವಣೆ,,,,,,,
,,Transfer of credit,,ಜಮಾ ವರ್ಗಾವಣೆ,,,,,,,
,,Transfer of the balance,,ಶಿಲ್ಕಿನ ವರ್ಗಾವಣೆ,,,,,,,
,,Transfer petition,,ವರ್ಗಾವಣೆ ಅರ್ಜಿ,,,,,,,
,,Transit,,1. ರವಾನೆ; ಸಾಗಣೆ 2. ಮಾರ್ಗ,,,,,,,
,,Treasurer,,ಖಜಾಂಚಿ,,,,,,,
,,Treasury accounts,,ಖಜಾನೆ ಲೆಕ್ಕಪತ್ರಗಳು,,,,,,,
,,Treasury figures,,ಖಜಾನೆ ಅಂಕಿಗಳು,,,,,,,
,,Treasury officer,,ಖಜಾನೆ ಅಧಿಕಾರಿ,,,,,,,
,,Treasury vouchers,,ಖಜಾನೆ ವೋಚರುಗಳು,,,,,,,
,,Trends in sales,,ಮಾರಾಟದಲ್ಲಿನ ಒಲವುಗಳು / ಪ್ರವೃತ್ತಿಗಳು,,,,,,,
,,Typographical error,,ಅಚ್ಚಿನ ದೋಷ,,,,,,,
,,Unauthorised deposits,,ಅನಧಿಕೃತ ಠೇವಣಿಗಳು,,,,,,,
,,Unauthorised excess expenditure,,ಅನಧಿಕೃತ ಹೆಚ್ಚಿನ ವೆಚ್ಚ,,,,,,,
,,Uncashed cheques,,ನಗದೀಕರಿಸದ ಚೆಕ್ಕುಗಳು,,,,,,,
,,Unclaimed deposits,,ಕೇಮ್‌ ಮಾಡದ ಠೇವಣಿಗಳು,,,,,,,
,,Unconditionally guaranteed,,ಬೇಷರತ್ತಾಗಿ ಖಾತರಿ ಕೊಡಲಾದ,,,,,,,
,,Unexpired period,,ಮುಗಿಯದ ಕಾಲಾವಧಿ,,,,,,,
,,Unilateral decision,,ಏಕಪಕ್ಷೀಯ ತೀರ್ಮಾನ,,,,,,,
,,U/S 80L of the income tax act,,ವರಮಾನ ತೆರಿಗೆ ಅಧಿನಿಯಮದ 80 ಎಲ್‌ ಕಲಮಿನ ಅಡಿಯಲ್ಲಿ,,,,,,,
,,Utilisation of accumulation in insurance/savings fund,,ವಿಮಾ ನಿಧಿ / ಉಳಿತಾಯ ನಿಧಿಯ ಸಂಚಯದ ಬಳಕೆ,,,,,,,
,,Variation in nomination,,ನಾಮನಿರ್ದೆಶನದಲ್ಲಿ ವ್ಯತ್ಯಾಸ,,,,,,,
,,Verification,,ಸತ್ಯಾಪನೆ; ಸರಿ ನೋಡುವಿಕೆ,,,,,,,
,,Verification with the code list,,ಸಂಕೇತ ಪಟ್ಟಿಯೊಂದಿಗೆ ಸರಿ ನೋಡುವಿಕೆ,,,,,,,
,,Voucher,,ವೋಚರು; ಪಾವತಿ ದಾಖಲೆ,,,,,,,
,,Wealth tax exemption,,ಸಂಪತ್ತು ತೆರಿಗೆ ವಿನಾಯಿತಿ,,,,,,,
,,Weekly remittances:,,ಸಾಪ್ತಾಹಿಕ ಇರಸಾಲುಗಳು,,,,,,,
,,Welfare schemes,,ಕ್ಷೇಮಾಭಿವೃದ್ಧಿ ಕಾರ್ಯ ಯೋಜನೆಗಳು,,,,,,,
,,Wide circulation,,ವ್ಯಾಪಕ ಪ್ರಸಾರ,,,,,,,
,,Wide publicity,,ವ್ಯಾಪಕ ಪ್ರಚಾರ,,,,,,,
,,Will,,ವಿಲ್‌; ಉಯಿಲು; ಮೃತ್ಯುಪತ್ರ,,,,,,,
,,Withholding payment,,ಸಂದಾಯವನ್ನು ತಡೆಹಿಡಿಯುವುದು,,,,,,,
,,Without counterfoils,,ಇದಿರು ಪ್ರತಿ ಇಲ್ಲದ,,,,,,,
,,Witness,,ಸಾಕ್ಷಿ; ಸಾಕ್ಷಿದಾರ,,,,,,,
,,Working expenses,,ಕಾರ್ಯಾರ್ಥ ವೆಚ್ಚಗಳು,,,,,,,
,,Writ petition,,ರಿಟ್‌ ಅರ್ಜಿ,,,,,,,
,,Yearly net income and expenditure,,ವಾರ್ಷಿಕ ನಿವ್ವಳ ಆದಾಯ ಮತ್ತು ವೆಚ್ಚ,,,,,,,
,,Yield,,1. (ಪ್ರತಿ) ಫಲ ಕೊಡು 2. ಇಳುವರಿ; ಉತ್ಪತ್ತಿ,,,,,,,
